Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Raunak City 3 ,"Adharwadi, Kalyan West, Kalyan West, Mumbai Beyond Thane, Mumbai",33.5 Lac,"5,116",Super Built up area 645(59.92 sq.m.)Built Up area: 607 sq.ft. (56.39 sq.m.),1.0,1.0,3rd  ,1 to 5 Year Old, Ready to move
Sai Siddhi Apartment ," Sector 8 Charkop, Mumbai Andheri-Dahisar, Mumbai",1.2 Crore,"19,354",Carpet area: 620 (57.6 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Turzon Point, Sector 8 Charkop, Mumbai Andheri-Dahisar, Mumbai",1.2 Crore,"18,604",Carpet area: 645 (59.92 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move
Lodha Palava Trinity ,"Lodha Lakeshore Green, Khoni, Mumbai Beyond Thane, Mumbai",1.25 Crore,"10,775",Carpet area: 1160 (107.77 sq.m.),3.0,3.0,9th  ,0 to 1 Year Old, Ready to move Property
NMS Moreshwar Plaza ,"Sector 29 Nerul, Sector 29 Nerul, Navi Mumbai, Mumbai",1.45 Crore,"12,608",Built Up area: 1150 (106.84 sq.m.)Carpet area: 685 sq.ft. (63.64 sq.m.),2.0,2.0,4th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Sector 20, Koperkhairane, Navi Mumbai, Mumbai",1.25 Crore,"17,605",Carpet area: 710 (65.96 sq.m.),2.0,2.0,4th  ,10+ Year Old, Ready to move
Swaraj Planet ," Koperkhairane, Navi Mumbai, Mumbai",1.05 Crore,"9,704",Super Built up area 1082(100.52 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Raunak City 4 ,"Adharwadi, Near Don Bosco School, Kalyan West, Mumbai Beyond Thane, Mumbai",55 Lac,"5,599",Super Built up area 911(84.63 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),2.0,2.0,17th  ,1 to 5 Year Old, Ready to move
Progressive Pearl ," Sector 4A Koparkhairane, Navi Mumbai, Mumbai",90 Lac,"15,652",Carpet area: 575 (53.42 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Vakola, Mumbai South West, Mumbai",2.35 Crore,"22,359",Super Built up area 1051(97.64 sq.m.)Built Up area: 788 sq.ft. (73.21 sq.m.)Carpet area: 657 sq.ft. (61.04 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Prabhat Colony, Mumbai South West, Mumbai",1.97 Crore,"23,313",Super Built up area 845(78.5 sq.m.)Built Up area: 635 sq.ft. (58.99 sq.m.)Carpet area: 525 sq.ft. (48.77 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Prabhat Colony, Mumbai South West, Mumbai",2.5 Crore,"23,496",Super Built up area 1064(98.85 sq.m.)Built Up area: 798 sq.ft. (74.14 sq.m.)Carpet area: 665 sq.ft. (61.78 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Santacruz East, Mumbai South West, Mumbai",1.1 Crore,"13,301",Super Built up area 827(76.83 sq.m.)Built Up area: 620 sq.ft. (57.6 sq.m.)Carpet area: 517 sq.ft. (48.03 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move
Primus Residences ," Santacruz East, Mumbai South West, Mumbai",2.7 Crore,"24,368",Super Built up area 1108(102.94 sq.m.)Built Up area: 831 sq.ft. (77.2 sq.m.)Carpet area: 693 sq.ft. (64.38 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Santacruz East, Mumbai South West, Mumbai",92 Lac,"16,197",Super Built up area 568(52.77 sq.m.)Built Up area: 426 sq.ft. (39.58 sq.m.)Carpet area: 355 sq.ft. (32.98 sq.m.),1.0,1.0,5th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Prabhat Colony, Mumbai South West, Mumbai",2.25 Crore,"19,876",Super Built up area 1132(105.17 sq.m.)Built Up area: 849 sq.ft. (78.87 sq.m.)Carpet area: 708 sq.ft. (65.78 sq.m.),2.0,2.0,7th  ,0 to 1 Year Old, Ready to move
Shivalik Tower ,"Opposite Express Highway, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",2.25 Crore,"21,428",Carpet area: 1050 (97.55 sq.m.),2.0,2.0,12nd  ,10+ Year Old, Ready to move Property
Chandiwala Pearl Heights ," Yagna Nagar, Mumbai Andheri-Dahisar, Mumbai",2.14 Crore,"28,533",Carpet area: 750 (69.68 sq.m.),2.0,2.0,9th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Versova, Mumbai Andheri-Dahisar, Mumbai",2.05 Crore,"27,333",Carpet area: 750 (69.68 sq.m.),2.0,2.0,9th  ,10+ Year Old, Ready to move
Chandiwala Pearl Heights ," Yagna Nagar, Mumbai Andheri-Dahisar, Mumbai",2.15 Crore,"28,666",Carpet area: 750 (69.68 sq.m.),2.0,2.0,9th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"000, Malad West, Mumbai Andheri-Dahisar, Mumbai",4.6 Crore,"41,181",Carpet area: 1117 (103.77 sq.m.),3.0,3.0,23rd  ,1 to 5 Year Old, Ready to move
Kanakia Hollywood ," Versova, Mumbai Andheri-Dahisar, Mumbai",2.85 Crore,"39,583",Carpet area: 720 (66.89 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move
Vinay Unique Imperia ," Virar West, Mira Road And Beyond, Mumbai",26 Lac,"3,714",Super Built up area 700(65.03 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Bindra Complex ,"101, Andheri East, Mumbai Andheri-Dahisar, Mumbai",1.55 Crore,"25,409",Carpet area: 610 (56.67 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Bindra Complex ,"102, Andheri East, Mumbai Andheri-Dahisar, Mumbai",1 Crore,"25,000",Carpet area: 400 (37.16 sq.m.),1.0,2.0,10th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Versova, Mumbai Andheri-Dahisar, Mumbai",2.2 Crore,"29,333",Carpet area: 750 (69.68 sq.m.),2.0,2.0,4th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"302, Andheri East, Mumbai Andheri-Dahisar, Mumbai",1.1 Crore,"24,444",Carpet area: 450 (41.81 sq.m.),1.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Poonam Park View ," Virar West, Mira Road And Beyond, Mumbai",38 Lac,"5,801",Super Built up area 655(60.85 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Amboli, Mumbai Andheri-Dahisar, Mumbai",2.11 Crore,"18,347",Carpet area: 1150 (106.84 sq.m.),3.0,3.0,12nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"201, 90 feet Road, Central Mumbai suburbs, Mumbai",75 Lac,"15,789",Built Up area: 475 (44.13 sq.m.)Carpet area: 385 sq.ft. (35.77 sq.m.),1.0,1.0,4th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"401, Friends Colony, Central Mumbai suburbs, Mumbai",70 Lac,"14,000",Built Up area: 500 (46.45 sq.m.)Carpet area: 395 sq.ft. (36.7 sq.m.),1.0,1.0,4th  ,10+ Year Old, Ready to move
Shah Complex 2 ," Sector 13 Sanpada, Navi Mumbai, Mumbai",1.15 Crore,"20,909",Carpet area: 550 (51.1 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move
City Icon ,"Sector 19 Taloja Phase 2, Taloja, Navi Mumbai, Mumbai",58 Lac,"5,523",Super Built up area 1050(97.55 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move Property
Muktistar Mannat ," Sector 20 Taloja, Navi Mumbai, Mumbai",43 Lac,"4,300",Super Built up area 1000(92.9 sq.m.),2.0,2.0,1st  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 20 Taloja, Navi Mumbai, Mumbai",42 Lac,"6,461",Built Up area: 650 (60.39 sq.m.),1.0,1.0,5th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 20 Taloja, Navi Mumbai, Mumbai",35.5 Lac,"5,461",Super Built up area 650(60.39 sq.m.),1.0,1.0,6th  ,1 to 5 Year Old, Ready to move Property
Arihant Amodini ," Sector 24 Taloja, Navi Mumbai, Mumbai",65 Lac,"6,074",Carpet area: 1070 (99.41 sq.m.),2.0,2.0,15th  ,5 to 10 Year Old, Ready to move Property
SM Olive Paradise ," Sector 20 Taloja, Navi Mumbai, Mumbai",36 Lac,"5,496",Super Built up area 655(60.85 sq.m.),1.0,1.0,5th  ,1 to 5 Year Old, Ready to move Property
City Icon ," Taloja, Navi Mumbai, Mumbai",56 Lac,"5,333",Super Built up area 1050(97.55 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move Property
Evershine Millennium Paradise ," Thakur Village, Mumbai Andheri-Dahisar, Mumbai",1.05 Crore,"17,796",Built Up area: 590 (54.81 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,2.0,3rd  ,10+ Year Old, Ready to move
SD Alpine ," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",3.45 Crore,"18,852",Super Built up area 1830(170.01 sq.m.)Carpet area: 1070 sq.ft. (99.41 sq.m.),3.0,3.0,7th  ,1 to 5 Year Old, Ready to move
BKS Galaxy ," Sector 35I Kharghar, Navi Mumbai, Mumbai",99 Lac,"8,608",Super Built up area 1150(106.84 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move Property
Dhruv Heights ," Sector 10 Kharghar, Navi Mumbai, Mumbai",1.65 Crore,"10,153",Super Built up area 1625(150.97 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,7th  ,5 to 10 Year Old, Ready to move Property
Giriraj Horizon ," Sector 20 Kharghar, Navi Mumbai, Mumbai",1.65 Crore,"11,000",Super Built up area 1500(139.35 sq.m.)Built Up area: 1490 sq.ft. (138.43 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,3.0,7th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 12 Kharghar, Navi Mumbai, Mumbai",1.35 Crore,"11,250",Super Built up area 1200(111.48 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move Property
Kesar Harmony ," Sector 6 Kharghar, Navi Mumbai, Mumbai",2.7 Crore,"15,743",Super Built up area 1715(159.33 sq.m.)Built Up area: 1710 sq.ft. (158.86 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3.0,3.0,6th  ,5 to 10 Year Old, Ready to move Property
Regency Gardens ," Sector 6 Kharghar, Navi Mumbai, Mumbai",3.5 Crore,"14,861",Super Built up area 2355(218.79 sq.m.)Built Up area: 2315 sq.ft. (215.07 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4.0,4.0,3rd  ,5 to 10 Year Old, Ready to move Property
White City ,"006, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.6 Crore,"16,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2.0,2.0,20th  ,0 to 1 Year Old, Ready to move Property
White City ," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",2.2 Crore,"18,333",Super Built up area 1200(111.48 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 844.65 sq.ft. (78.47 sq.m.),2.0,2.0,16th  ,0 to 1 Year Old, Ready to move Property
White City ,"001, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.08 Crore,"14,117",Super Built up area 765(71.07 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.)Carpet area: 479 sq.ft. (44.5 sq.m.),1.0,1.0,21st  ,0 to 1 Year Old, Ready to move Property
White City ,"005, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",165 Crore,"16,50,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2.0,2.0,21st  ,0 to 1 Year Old, Ready to move Property
White City ,"006, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.6 Crore,"16,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 642.83 sq.ft. (59.72 sq.m.),2.0,2.0,20th  ,0 to 1 Year Old, Ready to move Property
White City ,"007, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.15 Crore,"15,032",Super Built up area 765(71.07 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.)Carpet area: 479 sq.ft. (44.5 sq.m.),1.0,2.0,25th  ,0 to 1 Year Old, Ready to move Property
Gurukrupa Marina Enclave ,"20th, Malad West, Mumbai Andheri-Dahisar, Mumbai",1.88 Crore,"22,380",Carpet area: 840 (78.04 sq.m.),3.0,3.0,19th  ,0 to 1 Year Old, Ready to move Property
Bhagwati Greens ," Sector 23 Kharghar, Navi Mumbai, Mumbai",3.5 Crore,"27,450",Carpet area: 1275 (118.45 sq.m.),3.0,3.0,10th  ,1 to 5 Year Old, Ready to move Property
Armstrongs Hex Blox ,"Sector 10, Kharghar, Navi Mumbai, Mumbai",1.25 Crore,"10,000",Super Built up area 1250(116.13 sq.m.)Built Up area: 1240 sq.ft. (115.2 sq.m.)Carpet area: 869 sq.ft. (80.73 sq.m.),2.0,2.0,10th  ,5 to 10 Year Old, Ready to move Property
Paradise Sai Mannat ," Sector 34A Kharghar, Navi Mumbai, Mumbai",2.2 Crore,"11,000",Super Built up area 2000(185.81 sq.m.)Built Up area: 1990 sq.ft. (184.88 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,9th  ,1 to 5 Year Old, Ready to move Property
Aakash Srishthi ," Andheri East, Mumbai Andheri-Dahisar, Mumbai",1.35 Crore,"31,000",Carpet area: 438 (40.69 sq.m.),1.0,2.0,6th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Kanjur marg west, Central Mumbai suburbs, Mumbai",2.95 Crore,"33,637",Carpet area: 877 (81.48 sq.m.),3.0,2.0,44  ,0 to 1 Year Old, Ready to move
Luxora Crystal Spires ,"0000, Manpada, Thane, Mumbai",2.4 Crore,"17,910",Carpet area: 1340 (124.49 sq.m.),3.0,3.0,3rd  ,0 to 1 Year Old, Ready to move Property
Luxora Crystal Spires ,"0000, Manpada, Thane, Mumbai",2.6 Crore,"17,449",Carpet area: 1490 (138.43 sq.m.),3.0,3.0,3rd  ,0 to 1 Year Old, Ready to move Property
Dosti Imperia ," Manpada, Thane, Mumbai",2.5 Crore,"14,285",Super Built up area 1750(162.58 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,3.0,19th  ,1 to 5 Year Old, Ready to move Property
Pratik Regalia ," Sector 21 Ulwe, Navi Mumbai, Mumbai",52 Lac,"7,172",Super Built up area 725(67.35 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,2nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"001, Sector 20 Ulwe, Navi Mumbai, Mumbai",57 Lac,"8,142",Built Up area: 700 (65.03 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old, Ready to move Property
Neelkanth Greens ," Manpada, Thane, Mumbai",2.5 Crore,"13,888",Super Built up area 1800(167.23 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1018 sq.ft. (94.58 sq.m.),3.0,3.0,26th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 20 Ulwe, Navi Mumbai, Mumbai",43 Lac,"7,350",Super Built up area 585(54.35 sq.m.)Carpet area: 330 sq.ft. (30.66 sq.m.),1.0,1.0,2nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Patlipada, Thane, Mumbai",1.5 Crore,"16,666",Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,3rd  ,5 to 10 Year Old, Ready to move Property
Kalpataru Hills ," Manpada, Thane, Mumbai",1.11 Crore,"12,333",Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,8th  ,5 to 10 Year Old, Ready to move Property
T Bhimjyani Neelkanth Woods ," Manpada, Thane, Mumbai",1.85 Crore,"14,230",Super Built up area 1300(120.77 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),3.0,2.0,11st  ,1 to 5 Year Old, Ready to move Property
T Bhimjyani Neelkanth Woods ," Manpada, Thane, Mumbai",2.4 Crore,"12,631",Super Built up area 1900(176.52 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,8th  ,1 to 5 Year Old, Ready to move Property
T Bhimjyani Neelkanth Woods ," Manpada, Thane, Mumbai",2.55 Crore,"13,421",Super Built up area 1900(176.52 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3rd  ,1 to 5 Year Old, Ready to move Property
Neelkanth Greens ," Manpada, Thane, Mumbai",1.1 Crore,"12,222",Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Natwar Nagar, Mumbai Andheri-Dahisar, Mumbai",63.5 Lac,"28,222",Carpet area: 225 (20.9 sq.m.),1.0,1.0,11st  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",75 Lac,"7,653",Built Up area: 980 (91.04 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",45 Lac,"6,617",Built Up area: 680 (63.17 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",56 Lac,"8,888",Built Up area: 630 (58.53 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1.0,1.0,8th  ,1 to 5 Year Old, Ready to move Property
Om Cygnus ," Sector 16 Ulwe, Navi Mumbai, Mumbai",1.04 Crore,"9,086",Super Built up area 1150(106.84 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2.0,2.0,10th  ,1 to 5 Year Old, Ready to move Property
Star Galaxy ," Sector 18 Ulwe, Navi Mumbai, Mumbai",85.89 Lac,"7,278",Super Built up area 1180(109.63 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move Property
Siddhivinayak Utopia ," Ulwe, Navi Mumbai, Mumbai",1.05 Crore,"9,083",Super Built up area 1156(107.4 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2.0,2.0,5th  ,1 to 5 Year Old, Ready to move Property
Acme Ozone ," Manpada, Thane, Mumbai",1.2 Crore,"17,142",Carpet area: 700 (65.03 sq.m.),2.0,3.0,16th  ,5 to 10 Year Old, Ready to move Property
Neelkanth Greens ," Manpada, Thane, Mumbai",1.5 Crore,"13,636",Super Built up area 1100(102.19 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,23rd  ,5 to 10 Year Old, Ready to move Property
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.5 Crore,"38,461",Carpet area: 390 (36.23 sq.m.),1.0,1.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Rajan Pada, Mumbai Andheri-Dahisar, Mumbai",1.65 Crore,"15,714",Super Built up area 1050(97.55 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,6th  ,5 to 10 Year Old, Ready to move
Dhoot New Sonali CHS ," Malad West, Mumbai Andheri-Dahisar, Mumbai",2.1 Crore,"21,000",Super Built up area 1000(92.9 sq.m.)Carpet area: 662 sq.ft. (61.5 sq.m.),2.0,2.0,8th  ,0 to 1 Year Old, Ready to move
Dhoot New Sonali CHS ," Malad West, Mumbai Andheri-Dahisar, Mumbai",2.79 Crore,"31,208",Carpet area: 894 (83.06 sq.m.),3.0,3.0,9th  ,0 to 1 Year Old, Ready to move
Shapoorji Pallonji Vicinia ," Chandivali, Central Mumbai suburbs, Mumbai",3.65 Crore,"34,112",Carpet area: 1070 (99.41 sq.m.),3.0,3.0,16th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Goregaon West, Mumbai Andheri-Dahisar, Mumbai",2.75 Crore,"17,515",Super Built up area 1570(145.86 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2.0,2.0,20th  ,5 to 10 Year Old, Ready to move
Kalpataru Pinnacle ," Goregaon West, Mumbai Andheri-Dahisar, Mumbai",9.75 Crore,"62,903",Carpet area: 1550 (144 sq.m.),3.0,3.0,3rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Kandivali West, Mumbai Andheri-Dahisar, Mumbai",1.05 Crore,"26,250",Carpet area: 400 (37.16 sq.m.),1.0,2.0,2nd  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099,"107, Shirgaon, Mumbai Beyond Thane, Mumbai",21.75 Lac,"3,107",Super Built up area 700(65.03 sq.m.)Built Up area: 670 sq.ft. (62.25 sq.m.)Carpet area: 434 sq.ft. (40.32 sq.m.),1.0,1.0,1st  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"401, Shirgaon, Mumbai Beyond Thane, Mumbai",20.5 Lac,"3,106",Super Built up area 660(61.32 sq.m.)Built Up area: 630 sq.ft. (58.53 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"302, Shirgaon, Mumbai Beyond Thane, Mumbai",20.21 Lac,"3,062",Super Built up area 660(61.32 sq.m.)Built Up area: 630 sq.ft. (58.53 sq.m.)Carpet area: 461 sq.ft. (42.83 sq.m.),1.0,1.0,3rd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"003, Shirgaon, Mumbai Beyond Thane, Mumbai",14.5 Lac,"3,536",Super Built up area 410(38.09 sq.m.)Built Up area: 360 sq.ft. (33.45 sq.m.)Carpet area: 290 sq.ft. (26.94 sq.m.),1.0,1.0,Ground,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Borivali West, Mumbai Andheri-Dahisar, Mumbai",2.25 Crore,"28,125",Carpet area: 800 (74.32 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099," Mahavir Nagar, Mumbai Andheri-Dahisar, Mumbai",3.25 Crore,"40,625",Carpet area: 800 (74.32 sq.m.),3.0,3.0,7th  ,10+ Year Old, Ready to move Property
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.45 Crore,"38,284",Carpet area: 379 (35.21 sq.m.),1.0,2.0,14th  ,0 to 1 Year Old, Ready to move Property
Lodha Casa Ultima ,"001, Chirak Nagar, Thane, Mumbai",96 Lac,"11,428",Super Built up area 840(78.04 sq.m.)Built Up area: 820 sq.ft. (76.18 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),2.0,2.0,12nd  ,5 to 10 Year Old, Ready to move Property
Anchorage Apartment ," Bandra West, Mumbai South West, Mumbai",3.41 Crore,"53,198",Carpet area: 641 (59.55 sq.m.),2.0,2.0,6th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Bandra West, Mumbai South West, Mumbai",6.75 Crore,"54,086",Carpet area: 1248 (115.94 sq.m.),3.0,3.0,3rd  ,10+ Year Old, Ready to move
SD Epsilon Tower ," Thakur Village, Mumbai Andheri-Dahisar, Mumbai",2.95 Crore,"28,175",Carpet area: 1047 (97.27 sq.m.),3.0,3.0,14th  ,0 to 1 Year Old, Ready to move Property
SD Epsilon Tower ," Thakur Village, Mumbai Andheri-Dahisar, Mumbai",3.22 Crore,"3,44,569",Carpet area: 93.45 ,3.0,3.0,19th  ,0 to 1 Year Old, Ready to move Property
SD Epsilon Tower ," Thakur Village, Mumbai Andheri-Dahisar, Mumbai",2.25 Crore,"29,488",Carpet area: 763 (70.89 sq.m.),2.0,2.0,37th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"C121, Bhiwandi, Mumbai Beyond Thane, Mumbai",55.2 Lac,"7,785",Built Up area: 1080 (100.34 sq.m.)Carpet area: 709 sq.ft. (65.87 sq.m.),2.0,2.0,21st  ,0 to 1 Year Old, Ready to move Property
SD Alpine ," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",3.25 Crore,"31,340",Carpet area: 1037 (96.34 sq.m.),3.0,3.0,44  ,1 to 5 Year Old, Ready to move Property
Tata Amantra ,"G0256, Kalyan West, Mumbai Beyond Thane, Mumbai",88.34 Lac,"5,773",Built Up area: 1530 (142.14 sq.m.)Carpet area: 968 sq.ft. (89.93 sq.m.),3.0,3.0,21st  ,0 to 1 Year Old, Ready to move Property
Tata Amantra ,"F 2156, Kalyan West, Mumbai Beyond Thane, Mumbai",86.34 Lac,"5,849",Built Up area: 1476 (137.12 sq.m.)Carpet area: 943 sq.ft. (87.61 sq.m.),3.0,2.0,22nd  ,0 to 1 Year Old, Ready to move Property
Sahakar Premier ,"301, Mira Road East, Mira Road And Beyond, Mumbai",79.65 Lac,"7,444",Super Built up area 1070(99.41 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move Property
Strawberry ONYX ,"101, Mira Road East, Mira Road And Beyond, Mumbai",82.59 Lac,"8,137",Super Built up area 1015(94.3 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move Property
Lodha Casa Ultima ,"004, Chirak Nagar, Thane, Mumbai",87.78 Lac,"14,112",Super Built up area 622(57.79 sq.m.)Built Up area: 612 sq.ft. (56.86 sq.m.)Carpet area: 434 sq.ft. (40.32 sq.m.),1.0,1.0,20th  ,5 to 10 Year Old, Ready to move Property
Puranik City Phase 3 ,"000, Kasar vadavali, Thane, Mumbai",60 Lac,"13,333",Carpet area: 450 (41.81 sq.m.),1.0,2.0,8th  ,1 to 5 Year Old, Ready to move
