Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh,Latitude,Longitude
Satyam Majestic ,Ulwe Navi Mumbai Mumbai,1.25 Crore,8064,Super Built Up Area,3,3,13,1 to 5 Year,Ready To Move,1550.0,Ulwe Navi-Mumbai,125.0,18.97686135,73.0201311109118
Delta Tower ,Ulwe Navi Mumbai Mumbai,1.55 Crore,8959,Super Built Up Area,3,3,6,1 to 5 Year,Ready To Move,1730.0,Ulwe Navi-Mumbai,155.0,18.97686135,73.0201311109118
Balaji Delta Tower 2 ,Ulwe Navi Mumbai Mumbai,1.15 Crore,8518,Super Built Up Area,2,2,10,1 to 5 Year,Ready To Move,1350.0,Ulwe Navi-Mumbai,115.0,18.97686135,73.0201311109118
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.65 Crore,8918,Super Built Up Area,3,3,3,1 to 5 Year,Ready To Move,1850.0,Ulwe Navi-Mumbai,165.0,18.97686135,73.0201311109118
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.2 Crore,8888,Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1350.0,Ulwe Navi-Mumbai,120.0,18.97686135,73.0201311109118
Radiant Sapphire ,Ulwe Navi Mumbai Mumbai,1 Crore,8771,Built Up Area,2,2,7,0 to 1 Year,Ready To Move,1140.0,Ulwe Navi-Mumbai,100.0,18.97686135,73.0201311109118
Sheth Vasant Oasis ,Makwana Road Marol Marol Mumbai,1.35 Crore,27625,Carpet Area,1,1,5,0 to 1 Year,Ready To Move,450.0,Marol Marol,135.0,19.114785,72.88339
DLH Mamta ,1405 DN Nagar Mumbai,2.6 Crore,23636,Super Built Up Area,2,2,14,0 to 1 Year,Ready To Move,1100.0,Dn Nagar,260.0,19.13049255,72.82908887757355
Lodha Fiorenza ,Goregaon East Mumbai,3 Crore,35799,Carpet Area,2,2,42,1 to 5 Year,Ready To Move,838.0,Goregaon Mumbai,300.0,19.1692623,72.8552548
Lodha Fiorenza ,Goregaon East Mumbai,3.65 Crore,33181,Carpet Area,3,3,20,1 to 5 Year,Ready To Move,1100.0,Goregaon Mumbai,365.0,19.1692623,72.8552548
Lodha Splendora ,Ghodbunder Road Thane Mumbai,1.09 Crore,10976,Carpet Area,3,3,23,1 to 5 Year,Ready To Move,993.0,Road Thane,109.0,19.2777851,72.957062
Mallhar Bhimashankar Heights ,Kandarpada Mumbai,1.95 Crore,25896,Carpet Area,2,3,18,0 to 1 Year,Ready To Move,753.0,Kandarpada Mumbai,195.0,19.2565945,72.8505837
Mallhar Bhimashankar Heights ,Kandarpada Mumbai,1.96 Crore,26029,Carpet Area,2,3,19,0 to 1 Year,Ready To Move,753.0,Kandarpada Mumbai,196.0,19.2565945,72.8505837
Unnamed Property,Dahisar West Mumbai,1.02 Crore,24000,Carpet Area,1,1,4,10+ Year,Ready To Move,425.0,Dahisar Mumbai,102.0,19.0648226,72.8373616
Unnamed Property,IC Colony Mumbai,71 Lac,28400,Carpet Area,1,1,1,5 to 10 Year,Ready To Move,250.0,Ic Colony,71.0,19.2474742,72.8480292
Unique Greens ,kavesar Thane Mumbai,67 Lac,9054,Super Built Up Area,1,2,9,1 to 5 Year,Ready To Move,740.0,Kavesar Thane,67.0,19.2623339,72.9722476
Vihangs Vermont ,Thane West Thane Mumbai,71 Lac,7521,Super Built Up Area,2,2,6,0 to 1 Year,Ready To Move,944.0,Thane Thane,71.0,19.03160615,73.01425130283573
Squarefeet Grand Square ,Anand Nagar Thane Mumbai,44 Lac,9799,Super Built Up Area,1,1,3,1 to 5 Year,Ready To Move,449.0,Nagar Thane,44.0,19.2644174,72.9675762
Unnamed Property,Ghodbunder Road Thane Mumbai,59 Lac,13720,Carpet Area,1,2,15,0 to 1 Year,Ready To Move,430.0,Road Thane,59.0,19.2777851,72.957062
Unnamed Property,Ghodbunder Road Thane Mumbai,80 Lac,12307,Carpet Area,2,2,17,0 to 1 Year,Ready To Move,650.0,Road Thane,80.0,19.2777851,72.957062
JVM Sarvam ,Ghodbunder Road Thane Mumbai,53 Lac,7748,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,684.0,Road Thane,53.0,19.2777851,72.957062
Raunak Unnathi Greens ,Ghodbunder Road Thane Mumbai,63 Lac,7865,Super Built Up Area,2,2,1,1 to 5 Year,Ready To Move,801.0,Road Thane,63.0,19.2777851,72.957062
Hiranandani Eagleridge ,Hiranandani Estate Hiranandani Estate Thane Mumbai,2.4 Crore,25263,Carpet Area,3,2,13,0 to 1 Year,Ready To Move,950.0,Hiranandani-Estate Thane,240.0,19.2571575,72.9839502
Kanakia Hollywood ,Versova Mumbai,3.1 Crore,44034,Carpet Area,2,2,11,1 to 5 Year,Ready To Move,704.0,Versova Mumbai,310.0,19.13025205,72.8213774957082
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,1 Crore,11235,Super Built Up Area,2,2,14,1 to 5 Year,Ready To Move,890.0,Ghansoli Navi-Mumbai,100.0,19.1295931,72.99682635744509
Rosa Bella ,Waghbil Waghbil Thane Mumbai,1.99 Crore,19900,Super Built Up Area,3,3,28,5 to 10 Year,Ready To Move,1470.0,Waghbil Thane,199.0,19.2659668,72.9847705
Vedant Sumeet Elegance ,1302 Manpada Thane Mumbai,1.5 Crore,15384,Carpet Area,3,3,13,5 to 10 Year,Ready To Move,975.0,Manpada Thane,150.0,19.2336292,72.976389
Regency Towers ,704 Thane West Thane Mumbai,1.75 Crore,16666,Carpet Area,3,3,7,10+ Year,Ready To Move,1050.0,Thane Thane,175.0,19.03160615,73.01425130283573
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,1.9 Crore,14626,Super Built Up Area,2,2,20,0 to 1 Year,Ready To Move,1299.0,Ghansoli Navi-Mumbai,190.0,19.1193307,72.9995096
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,2.55 Crore,15454,Super Built Up Area,3,3,37,0 to 1 Year,Ready To Move,1650.0,Ghansoli Navi-Mumbai,255.0,19.1193307,72.9995096
Sunteck Signia High ,Borivali East Mumbai,4.99 Crore,30613,Carpet Area,4,4,3,0 to 1 Year,Ready To Move,1630.0,Borivali Mumbai,499.0,19.2267228,72.8619328
Right Grishma Heights ,Kandivali West Mumbai,1.28 Crore,28571,Carpet Area,1,2,7,1 to 5 Year,Ready To Move,448.0,Kandivali Mumbai,128.0,19.2084002,72.8422235
SD Epsilon Tower ,Thakur Village Mumbai,2.4 Crore,31578,Carpet Area,2,2,13,1 to 5 Year,Ready To Move,760.0,Thakur Village,240.0,19.2097189,72.8759248
Hiranandani Rodas Enclave Eva ,Hiranandani Estate Thane Mumbai,2.13 Crore,25177,Carpet Area,3,2,4,1 to 5 Year,Ready To Move,846.0,Hiranandani-Estate Thane,213.0,19.2570093,72.98392629891234
AO f Residences ,Malad East Mumbai,1.98 Crore,27134,Carpet Area,2,2,27,0 to 1 Year,Ready To Move,729.7,Malad Mumbai,198.0,19.1860219,72.8563181
Orchid Suburbia ,Kandivali West Mumbai,3.49 Crore,29083,Carpet Area,3,3,20,5 to 10 Year,Ready To Move,1200.0,Kandivali Mumbai,349.0,19.2084002,72.8422235
Fortune Springs ,Kharghar Kharghar Navi Mumbai Mumbai,1.16 Crore,8592,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,1350.0,Kharghar Navi-Mumbai,116.0,19.025773,73.0591845321935
Balaji Delta Central ,2300 Kharghar Navi Mumbai Mumbai,1.85 Crore,14341,Super Built Up Area,2,2,23,0 to 1 Year,Ready To Move,1290.0,Kharghar Navi-Mumbai,185.0,19.0433404,73.0663401
Paradise Sai World City ,800 Panvel Navi Mumbai Mumbai,1.5 Crore,10000,Super Built Up Area,2,2,15,0 to 1 Year,Ready To Move,1500.0,Panvel Navi-Mumbai,150.0,19.0298386,73.0308805
Paradise Sai World City ,1000 Panvel Navi Mumbai Mumbai,1.8 Crore,9399,Super Built Up Area,3,3,15,0 to 1 Year,Ready To Move,1915.0,Panvel Navi-Mumbai,180.0,19.0298386,73.0308805
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,79 Lac,11205,Super Built Up Area,1,1,16,1 to 5 Year,Ready To Move,705.0,Ghansoli Navi-Mumbai,79.0,19.1295931,72.99682635744509
Unnamed Property,Waghbil Thane Mumbai,73 Lac,16441,Carpet Area,1,2,12,0 to 1 Year,Ready To Move,444.0,Waghbil Thane,73.0,19.2659668,72.9847705
Silver Sea View ,Charkop Sector 8 Charkop Mumbai,93 Lac,14396,Super Built Up Area,1,2,2,10+ Year,Ready To Move,646.0,Charkop Charkop,93.0,19.22144,72.8300268
Indiabulls Greens ,000 Panvel Navi Mumbai Mumbai,65 Lac,5216,Super Built Up Area,2,2,22,1 to 5 Year,Ready To Move,1246.0,Panvel Navi-Mumbai,65.0,19.0298386,73.0308805
Ashar Edge ,Pokhran 2 Thane Mumbai,1.59 Crore,23382,Carpet Area,2,2,29,0 to 1 Year,Ready To Move,680.0,Pokhran Thane,159.0,19.2209997,72.96302046750381
Ashar Edge ,Pokhran 2 Thane Mumbai,1.1 Crore,24719,Carpet Area,1,2,27,0 to 1 Year,Ready To Move,445.0,Pokhran Thane,110.0,19.2209997,72.96302046750381
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,3.26 Crore,19404,Built Up Area,3,3,25,1 to 5 Year,Ready To Move,1680.0,Malad Malad,326.0,19.1827254,72.86096607345942
Shree Labheshwar Aura ,Ulwe Navi Mumbai Mumbai,90 Lac,7964,Super Built Up Area,2,2,9,0 to 1 Year,Ready To Move,1130.0,Ulwe Navi-Mumbai,90.0,18.97686135,73.0201311109118
Krishna Vastu 1 ,Evershine Nagar Mumbai,1.65 Crore,27500,Carpet Area,2,2,2,10+ Year,Ready To Move,600.0,Evershine Nagar,165.0,19.17898665,72.83607339476472
Ganraj Eknath Residency ,Dombivli East Thane Mumbai,19.61 Lac,5447,Built Up Area,1,1,4,0 to 1 Year,Ready To Move,360.0,Dombivli Thane,19.6,19.2111814,73.091129
Unnamed Property,Hiranandani Estate Hiranandani Estate Thane Mumbai,1.33 Crore,16625,Super Built Up Area,2,2,6,10+ Year,Ready To Move,800.0,Hiranandani-Estate Thane,133.0,19.2571575,72.9839502
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,54 Lac,8571,Built Up Area,1,2,24,1 to 5 Year,Ready To Move,630.0,Panvel Navi-Mumbai,54.0,18.9949462,73.1146581
Sky Pan Apartment ,Shastri Nagar Mumbai,2.8 Crore,35000,Carpet Area,2,2,8,10+ Year,Ready To Move,800.0,Shastri Nagar,280.0,19.1380387,72.8280164
Unnamed Property,Oshiwara Mumbai,3.3 Crore,30000,Built Up Area,2,2,6,10+ Year,Ready To Move,1100.0,Oshiwara Mumbai,330.0,19.1502437,72.8342294
Unnamed Property,Sector 21 Kamothe Navi Mumbai Mumbai,89 Lac,7355,Built Up Area,2,2,11,1 to 5 Year,Ready To Move,1210.0,Kamothe Navi-Mumbai,89.0,19.0173837,73.09548380186183
Unnamed Property,Sector 58 Seawoods Navi Mumbai Mumbai,6.5 Crore,34031,Super Built Up Area,3,3,10,10+ Year,Ready To Move,1910.0,Seawoods Navi-Mumbai,650.0,19.0214035,73.0241017
Hiranandani Rodas Enclave Woodville ,Hiranandani Estate Thane Mumbai,1.65 Crore,15865,Super Built Up Area,2,2,17,1 to 5 Year,Ready To Move,1040.0,Hiranandani-Estate Thane,165.0,19.2570093,72.98392629891234
Unnamed Property,Dahisar West Mumbai,1.55 Crore,21379,Carpet Area,2,2,1,10+ Year,Ready To Move,725.0,Dahisar Mumbai,155.0,19.0648226,72.8373616
K Raheja Residency ,Sankalp Colony Mumbai,1.9 Crore,16521,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1150.0,Sankalp Colony,190.0,19.1067707,72.8655866654191
Mauli Omkar ,0000 Malad East Mumbai,75 Lac,18750,Carpet Area,1,2,18,0 to 1 Year,Ready To Move,400.0,Malad Mumbai,75.0,19.1860219,72.8563181
Unnamed Property,Sher E Punjab Colony Mumbai,1.44 Crore,20869,Carpet Area,2,2,3,10+ Year,Ready To Move,690.0,Punjab Colony,144.0,19.1276887,72.8627819
Unnamed Property,Lokhandwala Andheri West Mumbai,2.4 Crore,22429,Carpet Area,3,3,17,10+ Year,Ready To Move,1070.0,Lokhandwala Andheri,240.0,19.1312947,72.8246301
Unnamed Property,204 Kalher Thane Mumbai,22 Lac,3893,Built Up Area,1,1,2,5 to 10 Year,Ready To Move,565.0,Kalher Thane,22.0,19.2470586,73.0162096
Swastik Sarita ,Sector 10 Sanpada Navi Mumbai Mumbai,75 Lac,18750,Carpet Area,1,2,1,10+ Year,Ready To Move,400.0,Sanpada Navi-Mumbai,75.0,19.0692829,73.0010786
Siddhi Highland Gardens ,Dhokali Thane Mumbai,80 Lac,12121,Super Built Up Area,1,2,4,5 to 10 Year,Ready To Move,660.0,Dhokali Thane,80.0,19.225128,72.9813793
Lodha Amara ,1205 Kolshet Road Thane Mumbai,75 Lac,14423,Super Built Up Area,1,2,12,1 to 5 Year,Ready To Move,520.0,Road Thane,75.0,19.2326261,72.9875274
Lodha Amara ,1002 Kolshet Road Thane Mumbai,1.07 Crore,11567,Super Built Up Area,2,2,10,5 to 10 Year,Ready To Move,925.0,Road Thane,107.0,19.2326261,72.9875274
Hiranandani Fortune City ,Panvel Navi Mumbai Mumbai,98 Lac,10828,Carpet Area,2,2,24,1 to 5 Year,Ready To Move,905.0,Panvel Navi-Mumbai,98.0,19.0392786,73.0992311
Unnamed Property,Hiranandani Estate Hiranandani Estate Thane Mumbai,1.59 Crore,15915,Built Up Area,2,2,5,5 to 10 Year,Ready To Move,999.0,Hiranandani-Estate Thane,159.0,19.2571575,72.9839502
Godrej Tranquil ,702 Kandivali East Mumbai,1.9 Crore,300347,Carpet Area,2,2,7,0 to 1 Year,Ready To Move,63.26,Kandivali Mumbai,190.0,19.2103809,72.8640837
Gundecha Greens ,504 Thakur Village Mumbai,1.54 Crore,23439,Carpet Area,2,2,5,0 to 1 Year,Ready To Move,657.0,Thakur Village,154.0,19.2097189,72.8759248
Unnamed Property,Kamothe Navi Mumbai Mumbai,80 Lac,12307,Carpet Area,2,2,2,5 to 10 Year,Ready To Move,650.0,Kamothe Navi-Mumbai,80.0,19.0173837,73.09548380186183
Dosti Desire ,1203 Brahmand Thane Mumbai,2.4 Crore,18897,Carpet Area,4,4,12,5 to 10 Year,Ready To Move,1270.0,Brahmand Thane,240.0,19.2406201,72.98144752100461
Soham Tropical Lagoon ,1402 kavesar Thane Mumbai,2.1 Crore,16800,Carpet Area,3,3,14,1 to 5 Year,Ready To Move,1250.0,Kavesar Thane,210.0,19.2623339,72.9722476
Unnamed Property,Sector 19 Kamothe Navi Mumbai Mumbai,85 Lac,7589,Built Up Area,2,2,4,5 to 10 Year,Ready To Move,1120.0,Kamothe Navi-Mumbai,85.0,19.0173837,73.09548380186183
Golders Green CHS ,IC Colony Mumbai,1.28 Crore,21333,Carpet Area,2,2,2,10+ Year,Ready To Move,600.0,Ic Colony,128.0,19.2474742,72.8480292
Chheda Palladium ,Borivali West Mumbai,3.1 Crore,31472,Carpet Area,3,3,4,1 to 5 Year,Ready To Move,985.0,Borivali Mumbai,310.0,19.2294561,72.8479905
Runwal Elina ,Sakinaka Mumbai,2.25 Crore,21266,Carpet Area,3,3,7,1 to 5 Year,Ready To Move,1058.0,Sakinaka Mumbai,225.0,19.1008628,72.8798081
Unnamed Property,1006 Dombivli East Thane Mumbai,33 Lac,4621,Built Up Area,1,1,0,1 to 5 Year,Ready To Move,714.0,Dombivli Thane,33.0,19.2111814,73.091129
Indiabulls Greens ,003 Panvel Navi Mumbai Mumbai,94 Lac,5562,Super Built Up Area,3,3,20,1 to 5 Year,Ready To Move,1690.0,Panvel Navi-Mumbai,94.0,19.0298386,73.0308805
White City ,Kandivali East Mumbai,1.1 Crore,22964,Carpet Area,1,1,3,0 to 1 Year,Ready To Move,479.0,Kandivali Mumbai,110.0,19.2103809,72.8640837
Alica Nagar CHS ,203 Lokhandwala Kandivali East Mumbai,1.45 Crore,21969,Super Built Up Area,2,2,3,10+ Year,Ready To Move,660.0,Lokhandwala Kandivali,145.0,19.198814,72.8730296
Vision Residency ,Roadpali Kalamboli Navi Mumbai Mumbai,45 Lac,6716,Super Built Up Area,1,2,2,5 to 10 Year,Ready To Move,670.0,Kalamboli Navi-Mumbai,45.0,19.0392786,73.0992311
Bhoomi Gardenia ,Roadpali Navi Mumbai Mumbai,49 Lac,7050,Super Built Up Area,1,1,4,5 to 10 Year,Ready To Move,695.0,Roadpali Navi-Mumbai,49.0,19.0392786,73.0992311
Bhoomi Gardenia ,Roadpali Navi Mumbai Mumbai,77 Lac,6905,Super Built Up Area,2,2,8,5 to 10 Year,Ready To Move,1115.0,Roadpali Navi-Mumbai,77.0,19.0392786,73.0992311
Sai Avaneesh ,Roadpali Navi Mumbai Mumbai,95 Lac,8340,Super Built Up Area,2,2,11,5 to 10 Year,Ready To Move,1139.0,Roadpali Navi-Mumbai,95.0,19.0392786,73.0992311
Bathija Siddhivinayak Heights ,Kalamboli Navi Mumbai Mumbai,76 Lac,6495,Super Built Up Area,2,2,6,1 to 5 Year,Ready To Move,1170.0,Kalamboli Navi-Mumbai,76.0,19.0392786,73.0992311
Unnamed Property,New Panvel Navi Mumbai Mumbai,75 Lac,8823,Built Up Area,2,2,3,5 to 10 Year,Ready To Move,850.0,Panvel Navi-Mumbai,75.0,18.9949462,73.1146581
Paradise Sai World City ,Panvel Navi Mumbai Mumbai,1.2 Crore,13667,Carpet Area,2,2,7,0 to 1 Year,Ready To Move,878.0,Panvel Navi-Mumbai,120.0,19.0392786,73.0992311
Rna NG Suncity Phase 3 ,Thakur Village Mumbai,86 Lac,21078,Carpet Area,1,2,3,5 to 10 Year,Ready To Move,408.0,Thakur Village,86.0,19.2097189,72.8759248
Rna NG Suncity Phase 3 ,Thakur Village Mumbai,1.3 Crore,13131,Super Built Up Area,2,2,3,10+ Year,Ready To Move,990.0,Thakur Village,130.0,19.2097189,72.8759248
Unnamed Property,Thakur Village Mumbai,1.35 Crore,21428,Carpet Area,2,2,12,5 to 10 Year,Ready To Move,630.0,Thakur Village,135.0,19.2097189,72.8759248
Lodha Fiorenza ,Goregaon East Mumbai,3.65 Crore,33765,Carpet Area,3,4,18,1 to 5 Year,Ready To Move,1081.0,Goregaon Mumbai,365.0,19.1692623,72.8552548
Evershine Millennium Paradise ,Thakur Village Mumbai,1.02 Crore,18378,Super Built Up Area,1,2,2,10+ Year,Ready To Move,555.0,Thakur Village,102.0,19.2097189,72.8759248
Evershine Millennium Paradise ,Thakur Village Mumbai,1.7 Crore,20987,Built Up Area,2,2,3,10+ Year,Ready To Move,810.0,Thakur Village,170.0,19.2097189,72.8759248
Concorde Cosmos Horizon ,0000 Pokhran 2 Thane Mumbai,1.45 Crore,20194,Built Up Area,2,2,7,5 to 10 Year,Ready To Move,900.0,Pokhran Thane,145.0,19.219052,72.9678472
Unnamed Property,0000 Kandivali West Mumbai,56 Lac,18300,Carpet Area,1,1,16,5 to 10 Year,Ready To Move,306.0,Kandivali Mumbai,56.0,19.2084002,72.8422235
Pridedream Giriraj Dreams ,Naupada Thane Mumbai,2.85 Crore,17812,Super Built Up Area,3,3,27,0 to 1 Year,Ready To Move,1600.0,Naupada Thane,285.0,19.2000627,72.9666732
Unnamed Property,109 Kulupwadi Mumbai,1.07 Crore,23777,Carpet Area,1,1,1,10+ Year,Ready To Move,450.0,Kulupwadi Mumbai,107.0,19.2276283,72.8668334
Arkade Green Avenue ,403 Borivali East Mumbai,2.55 Crore,28021,Carpet Area,3,3,4,10+ Year,Ready To Move,910.0,Borivali Mumbai,255.0,19.2267228,72.8619328
Gami Viona ,2006 Kharghar Navi Mumbai Mumbai,1 Crore,16260,Built Up Area,2,2,20,0 to 1 Year,Ready To Move,1025.0,Kharghar Navi-Mumbai,100.0,19.0433404,73.0663401
Unnamed Property,Kandivali East Mumbai,68 Lac,22666,Carpet Area,1,1,5,10+ Year,Ready To Move,300.0,Kandivali Mumbai,68.0,19.2103809,72.8640837
Indiabulls Greens ,004 Panvel Navi Mumbai Mumbai,94 Lac,5562,Super Built Up Area,3,3,4,1 to 5 Year,Ready To Move,1690.0,Panvel Navi-Mumbai,94.0,19.0298386,73.0308805
Indiabulls Greens ,001 Panvel Navi Mumbai Mumbai,73.5 Lac,6125,Super Built Up Area,2,2,31,1 to 5 Year,Ready To Move,1200.0,Panvel Navi-Mumbai,73.5,19.0298386,73.0308805
Indiabulls Greens ,005 Panvel Navi Mumbai Mumbai,69 Lac,7744,Carpet Area,2,2,25,0 to 1 Year,Ready To Move,891.0,Panvel Navi-Mumbai,69.0,19.0298386,73.0308805
Runwal Elegante ,Shastri Nagar Mumbai,5.75 Crore,31081,Built Up Area,3,3,5,1 to 5 Year,Ready To Move,1850.0,Shastri Nagar,575.0,19.1380387,72.8280164
Unnamed Property,701 Naupada Thane Mumbai,1.72 Crore,13760,Super Built Up Area,2,2,7,0 to 1 Year,Ready To Move,1250.0,Naupada Thane,172.0,19.2000627,72.9666732
Unnamed Property,601 Naupada Thane Mumbai,1.62 Crore,12960,Super Built Up Area,2,2,6,0 to 1 Year,Ready To Move,1250.0,Naupada Thane,162.0,19.2000627,72.9666732
Unnamed Property,801 Naupada Thane Mumbai,1.25 Crore,10869,Super Built Up Area,1,2,8,0 to 1 Year,Ready To Move,1150.0,Naupada Thane,125.0,19.2000627,72.9666732
Unnamed Property,802 Naupada Thane Mumbai,2.4 Crore,12000,Super Built Up Area,3,3,8,0 to 1 Year,Ready To Move,2000.0,Naupada Thane,240.0,19.2000627,72.9666732
Unnamed Property,603 khopat Thane Mumbai,1.15 Crore,16428,Super Built Up Area,2,1,2,1 to 5 Year,Ready To Move,1020.0,Khopat Thane,115.0,19.2045692,72.9688267
Unnamed Property,401 Naupada Thane Mumbai,1.05 Crore,23333,Super Built Up Area,1,1,4,1 to 5 Year,Ready To Move,630.0,Naupada Thane,105.0,19.2000627,72.9666732
Hiranandani Flora CHS ,1101 Hiranandani Estate Thane Mumbai,90 Lac,21479,Carpet Area,1,2,11,5 to 10 Year,Ready To Move,419.0,Hiranandani-Estate Thane,90.0,19.2570093,72.98392629891234
Neelsidhi Anexo ,Ghansoli Navi Mumbai Mumbai,1 Crore,22831,Carpet Area,1,2,9,0 to 1 Year,Ready To Move,438.0,Ghansoli Navi-Mumbai,100.0,19.1193307,72.9995096
Unnamed Property,303 Naupada Thane Mumbai,98 Lac,16333,Super Built Up Area,1,1,3,1 to 5 Year,Ready To Move,600.0,Naupada Thane,98.0,19.2000627,72.9666732
Unnamed Property,222 Kolshet Road Thane Mumbai,1.25 Crore,10416,Super Built Up Area,3,3,8,5 to 10 Year,Ready To Move,1200.0,Road Thane,125.0,19.2326261,72.9875274
Luxora Crystal Spires ,101 Manpada Thane Mumbai,8 Crore,13333,Super Built Up Area,4,4,1,0 to 1 Year,Ready To Move,6000.0,Manpada Thane,800.0,19.2336292,72.976389
Luxora Crystal Spires ,1111 Manpada Thane Mumbai,3.5 Crore,21341,Super Built Up Area,3,3,9,0 to 1 Year,Ready To Move,2500.0,Manpada Thane,350.0,19.2336292,72.976389
Surya Gokul Garden ,501 Kandivali East Mumbai,1.29 Crore,15000,Super Built Up Area,2,2,6,10+ Year,Ready To Move,860.0,Kandivali Mumbai,129.0,19.2103809,72.8640837
Hiranandani Flora CHS ,Hiranandani Estate Thane Mumbai,88 Lac,22000,Carpet Area,1,2,9,5 to 10 Year,Ready To Move,400.0,Hiranandani-Estate Thane,88.0,19.2570093,72.98392629891234
Unnamed Property,Hiranandani Estate Thane Mumbai,1 Crore,23866,Carpet Area,1,2,9,5 to 10 Year,Ready To Move,419.0,Hiranandani-Estate Thane,100.0,19.2570093,72.98392629891234
Hiranandani Eagleridge ,2306 Hiranandani Estate Thane Mumbai,3.1 Crore,25833,Carpet Area,3,3,23,0 to 1 Year,Ready To Move,1200.0,Hiranandani-Estate Thane,310.0,19.2570093,72.98392629891234
Sri Balaji Enclave ,Malad West Mumbai,99 Lac,26541,Carpet Area,1,1,19,0 to 1 Year,Ready To Move,373.0,Malad Mumbai,99.0,19.1840129,72.8412155
Unnamed Property,303 Naupada Thane Mumbai,98 Lac,16610,Super Built Up Area,1,1,3,1 to 5 Year,Ready To Move,590.0,Naupada Thane,98.0,19.2000627,72.9666732
Unnamed Property,202 Ram Maruti Road Thane Mumbai,1.2 Crore,20000,Super Built Up Area,1,2,2,0 to 1 Year,Ready To Move,600.0,Road Thane,120.0,19.2440069,73.1213724
Unnamed Property,602 Naupada Thane Mumbai,1.05 Crore,17500,Super Built Up Area,1,2,6,10+ Year,Ready To Move,600.0,Naupada Thane,105.0,19.2000627,72.9666732
Unnamed Property,202 Thane West Thane Mumbai,1.2 Crore,20338,Super Built Up Area,1,2,2,0 to 1 Year,Ready To Move,590.0,Thane Thane,120.0,19.03160615,73.01425130283573
Unnamed Property,602 Naupada Thane Mumbai,1.05 Crore,17500,Super Built Up Area,1,2,6,10+ Year,Ready To Move,600.0,Naupada Thane,105.0,19.2000627,72.9666732
Unnamed Property,602 Naupada Thane Mumbai,72 Lac,15652,Super Built Up Area,1,1,6,10+ Year,Ready To Move,460.0,Naupada Thane,72.0,19.2000627,72.9666732
Unnamed Property,602 Naupada Thane Mumbai,72 Lac,15652,Super Built Up Area,1,1,6,10+ Year,Ready To Move,460.0,Naupada Thane,72.0,19.2000627,72.9666732
Dharti Sai Archana ,Kamothe Navi Mumbai Mumbai,92 Lac,8070,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1140.0,Kamothe Navi-Mumbai,92.0,19.0173837,73.09548380186183
Unnamed Property,302 Naupada Thane Mumbai,1.65 Crore,17187,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,960.0,Naupada Thane,165.0,19.2000627,72.9666732
Indiabulls Greens ,000 Panvel Navi Mumbai Mumbai,88 Lac,7062,Super Built Up Area,3,3,19,1 to 5 Year,Ready To Move,1246.0,Panvel Navi-Mumbai,88.0,19.0298386,73.0308805
Unnamed Property,1002 Hiranandani Estate Thane Mumbai,1.45 Crore,19333,Carpet Area,2,2,10,10+ Year,Ready To Move,750.0,Hiranandani-Estate Thane,145.0,19.2570093,72.98392629891234
Unnamed Property,500 Hiranandani Estate Thane Mumbai,1.45 Crore,19863,Carpet Area,2,2,5,10+ Year,Ready To Move,730.0,Hiranandani-Estate Thane,145.0,19.2570093,72.98392629891234
Unnamed Property,Thane West Thane Mumbai,4.75 Crore,16964,Super Built Up Area,4,3,17,0 to 1 Year,Ready To Move,2800.0,Thane Thane,475.0,19.03160615,73.01425130283573
Shital Tapovan Heights ,Ulwe Navi Mumbai Mumbai,59 Lac,8805,Super Built Up Area,1,2,11,1 to 5 Year,Ready To Move,670.0,Ulwe Navi-Mumbai,59.0,18.97686135,73.0201311109118
Soham Tropical Lagoon ,666 kavesar Thane Mumbai,1.45 Crore,12083,Super Built Up Area,2,2,6,5 to 10 Year,Ready To Move,1200.0,Kavesar Thane,145.0,19.2623339,72.9722476
Unnamed Property,5 Near Highway Kopri Thane Mumbai,1.35 Crore,12272,Super Built Up Area,2,2,6,0 to 1 Year,Ready To Move,1100.0,Kopri Thane,135.0,19.1770385,72.9681766
Unnamed Property,9001 Hiranandani Estate Thane Mumbai,1.5 Crore,20000,Carpet Area,2,2,9,5 to 10 Year,Ready To Move,750.0,Hiranandani-Estate Thane,150.0,19.2570093,72.98392629891234
