Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
One Hiranandani Park ,"Eagleton, Hiranandani Estate, Thane, Mumbai",6.95 Crore,"30,888",Carpet area: 2250 (209.03 sq.m.),4.0,4.0,21st  ,1 to 5 Year Old, Ready to move
Hiranandani Estate Chelsea ,"9th Of 14th Floor, Hiranandani Estate, Thane, Mumbai",1.85 Crore,"23,125",Carpet area: 800 (74.32 sq.m.),3.0,3.0,9th  ,5 to 10 Year Old, Ready to move
Hiranandani Eagleridge ,"12th Of 34 Th Floor, Hiranandani Estate, Thane, Mumbai",1.7 Crore,"24,147",Carpet area: 704 (65.4 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move
Raj Florenza ,"102, Vijay Park, Mira Road And Beyond, Mumbai",94 Lac,"8,785",Super Built up area 1070(99.41 sq.m.)Carpet area: 711 sq.ft. (66.05 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"304, Mira Road East, Mira Road And Beyond, Mumbai",65.5 Lac,"8,664",Super Built up area 756(70.23 sq.m.)Carpet area: 518 sq.ft. (48.12 sq.m.),1.0,2.0,3rd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 21 Kamothe, Navi Mumbai, Mumbai",89 Lac,"7,355",Built Up area: 1210 (112.41 sq.m.)Carpet area: 775 sq.ft. (72 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 58 Seawoods, Navi Mumbai, Mumbai",6.5 Crore,"34,031",Super Built up area 1910(177.44 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,10th  ,10+ Year Old, Ready to move
Hiranandani Rodas Enclave Woodville ," Hiranandani Estate, Thane, Mumbai",1.65 Crore,"15,865",Super Built up area 1040(96.62 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),2.0,2.0,17th  ,1 to 5 Year Old, Ready to move
Hiranandani Lavinia ,"A- Wing, Hiranandani Estate, Thane, Mumbai",88 Lac,"13,968",Super Built up area 630(58.53 sq.m.)Carpet area: 421 sq.ft. (39.11 sq.m.),1.0,2.0,25th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Near Hiranandani School, Hiranandani Estate, Thane, Mumbai",3 Crore,"30,030",Carpet area: 999 (92.81 sq.m.),3.0,3.0,9th  ,0 to 1 Year Old, Ready to move
Aashapura Crown City ," Kalyan West, Mumbai Beyond Thane, Mumbai",65 Lac,"9,615",Carpet area: 676 (62.8 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move Property
Geomatrix Silver Crest ,"Just Opposite Of Khandeshwar Station, Sector 25 Khandeshhwar, Navi Mumbai, Mumbai",62.5 Lac,"8,928",Super Built up area 700(65.03 sq.m.)Built Up area: 695 sq.ft. (64.57 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),1.0,1.0,6th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"500, Kasar vadavali, Thane, Mumbai",52.5 Lac,"12,411",Carpet area: 423 (39.3 sq.m.),1.0,2.0,5th  ,1 to 5 Year Old, Ready to move Property
Kailash Homes ," Kalyan West, Mumbai Beyond Thane, Mumbai",55 Lac,"10,299",Carpet area: 534 (49.61 sq.m.),2.0,2.0,2nd  ,0 to 1 Year Old,
Neelkanth Residency ," Sector 18 Ulwe, Navi Mumbai, Mumbai",52 Lac,"8,387",Built Up area: 620 (57.6 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old, Ready to move
Mangeshi Jupiter ," Ambivli, Mumbai Beyond Thane, Mumbai",44 Lac,"7,119",Carpet area: 618 (57.41 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Dahisar West, Mumbai Andheri-Dahisar, Mumbai",1.55 Crore,"21,379",Carpet area: 725 (67.35 sq.m.),2.0,2.0,1st  ,10+ Year Old, Ready to move Property
Hiranandani Regent Hill ,"Hiranandani Gardens - Powai, Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.46 Crore,"30,416",Super Built up area 480(44.59 sq.m.)Built Up area: 420 sq.ft. (39.02 sq.m.)Carpet area: 379 sq.ft. (35.21 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 18 Kharghar, Navi Mumbai, Mumbai",55 Lac,"8,461",Built Up area: 650 (60.39 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move Property
Sai Prasad Residency ," Sector 10 Kharghar, Navi Mumbai, Mumbai",66 Lac,"9,924",Super Built up area 665(61.78 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old,
K Raheja Residency ," Sankalp Colony, Mumbai Andheri-Dahisar, Mumbai",1.9 Crore,"16,521",Super Built up area 1150(106.84 sq.m.)Carpet area: 725 sq.ft. (67.35 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Mauli Omkar ,"0000, Malad East, Mumbai Andheri-Dahisar, Mumbai",75 Lac,"18,750",Carpet area: 400 ,1.0,2.0,18th  ,0 to 1 Year Old, Ready to move
Jewel Palms ,"802, Sonivali, Mumbai Beyond Thane, Mumbai",19.75 Lac,"4,691",Super Built up area 615(57.14 sq.m.)Built Up area: 610 sq.ft. (56.67 sq.m.)Carpet area: 421 sq.ft. (39.11 sq.m.),1.0,1.0,8th  ,0 to 1 Year Old, Ready to move
Jewel Heights ,"902, Badlapur West, Mumbai Beyond Thane, Mumbai",24.5 Lac,"5,212",Super Built up area 700(65.03 sq.m.)Built Up area: 695 sq.ft. (64.57 sq.m.)Carpet area: 470 sq.ft. (43.66 sq.m.),1.0,2.0,9th  ,0 to 1 Year Old, Ready to move
Vishwa Hans ,"001, Sector 35D Kharghar, Navi Mumbai, Mumbai",1.15 Crore,"14,375",Carpet area: 800 (74.32 sq.m.),2.0,2.0,7th  ,1 to 5 Year Old, Ready to move
Balaji Heights ,"001, Kharghar, Navi Mumbai, Mumbai",2.99 Crore,"17,588",Carpet area: 1700 (157.94 sq.m.),4.0,4.0,29th  ,0 to 1 Year Old, Ready to move
Shree Sai Sapphire ," Powai, Central Mumbai suburbs, Mumbai",3.5 Crore,"19,000",Super Built up area 1500(139.35 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,3.0,22nd  ,1 to 5 Year Old, Ready to move
Shree Sai Sapphire ," Powai, Central Mumbai suburbs, Mumbai",3.25 Crore,"21,666",Super Built up area 1500(139.35 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,3.0,22nd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Powai Vihar Complex Near Gopal Sharma School, Powai, Central Mumbai suburbs, Mumbai",6.75 Crore,"18,334",Super Built up area 3000(278.71 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),6.0,6.0,22nd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Sher E Punjab Colony, Mumbai Andheri-Dahisar, Mumbai",1.44 Crore,"20,869",Carpet area: 690 (64.1 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
Elegant Olympia ,"Ulwe, Sector 21 Ulwe, Navi Mumbai, Mumbai",48 Lac,"7,164",Super Built up area 670(62.25 sq.m.)Built Up area: 660 sq.ft. (61.32 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
S H Grand Arena ,"Ulwe, Sector 2 Ulwe, Navi Mumbai, Mumbai",54 Lac,"8,000",Super Built up area 675(62.71 sq.m.)Built Up area: 670 sq.ft. (62.25 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 14 Kharghar, Navi Mumbai, Mumbai",1.65 Crore,"10,312",Super Built up area 1600(148.64 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,3.0,3rd  ,10+ Year Old, Ready to move
MICL Aaradhya Eastwind ," Tagore Nagar, Central Mumbai suburbs, Mumbai",2 Crore,"29,494",Carpet area: 678.1 (63 sq.m.),2.0,2.0,30th  ,0 to 1 Year Old,
Toll Free 1800 41 99099," Sector 5 New Panvel East, Navi Mumbai, Mumbai",85 Lac,"10,000",Carpet area: 850 (78.97 sq.m.),3.0,2.0,3rd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Sector 5 New Panvel East, Navi Mumbai, Mumbai",55 Lac,"10,000",Built Up area: 550 (51.1 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Lokhandwala Andheri West, Mumbai Andheri-Dahisar, Mumbai",2.4 Crore,"22,429",Carpet area: 1070 (99.41 sq.m.),3.0,3.0,17th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Sai Nagar, Navi Mumbai, Mumbai",62 Lac,"9,841",Carpet area: 630 (58.53 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Sunder Nagar, Kalina, Mumbai South West, Mumbai",2.3 Crore,"23,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,5th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"204, Kalher, Thane, Mumbai",22 Lac,"3,893",Built Up area: 565 (52.49 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,1.0,2nd  ,5 to 10 Year Old, Ready to move
Marathon Cosmos ," Moti Nagar, Central Mumbai suburbs, Mumbai",1.45 Crore,"16,111",Super Built up area 900(83.61 sq.m.)Carpet area: 617 sq.ft. (57.32 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move
Swastik Sarita ," Sector 10 Sanpada, Navi Mumbai, Mumbai",75 Lac,"18,750",Carpet area: 400 (37.16 sq.m.),1.0,2.0,1st  ,10+ Year Old, Ready to move
Nahar Laurel and Lilac ,"1853, Chandivali, Central Mumbai suburbs, Mumbai",1.92 Crore,"19,793",Super Built up area 970(90.12 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"002, Nalasopara West, Mira Road And Beyond, Mumbai",31.9 Lac,"4,907",Super Built up area 650(60.39 sq.m.),1.0,2.0,Ground,0 to 1 Year Old, Ready to move
Hubtown Gardenia ," Chandan Shanti, Mira Road And Beyond, Mumbai",67.25 Lac,"9,962",Super Built up area 675(62.71 sq.m.),1.0,2.0,10th  ,5 to 10 Year Old, Ready to move
JP North ," Mira Road East, Mira Road And Beyond, Mumbai",96.25 Lac,"11,257",Super Built up area 855(79.43 sq.m.),2.0,2.0,23rd  ,1 to 5 Year Old, Ready to move
Kalpataru Srishti ," Mira Road East, Mira Road And Beyond, Mumbai",1.5 Crore,"18,137",Carpet area: 827 (76.83 sq.m.),3.0,2.0,3rd  ,5 to 10 Year Old, Ready to move
Kalpataru Srishti ," Mira Road East, Mira Road And Beyond, Mumbai",1.45 Crore,"17,533",Carpet area: 827 (76.83 sq.m.),3.0,2.0,11st  ,5 to 10 Year Old, Ready to move
Patels Elysium ," Ambernath East, Mumbai Beyond Thane, Mumbai",22 Lac,"3,384",Super Built up area 650(60.39 sq.m.)Built Up area: 648 sq.ft. (60.2 sq.m.)Carpet area: 440 sq.ft. (40.88 sq.m.),1.0,1.0,12nd  ,1 to 5 Year Old, Ready to move
QN Heights ," Taloje Majkur, Navi Mumbai, Mumbai",23 Lac,"3,432",Built Up area: 670 (62.25 sq.m.)Carpet area: 465 sq.ft. (43.2 sq.m.),1.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",1.65 Crore,"24,962",Carpet area: 661 (61.41 sq.m.),2.0,2.0,10th  ,1 to 5 Year Old, Ready to move
Sunteck West World ,"1370, Naigaon East, Mira Road And Beyond, Mumbai",64 Lac,"11,700",Carpet area: 547 (50.82 sq.m.),2.0,2.0,13rd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Juhu, Mumbai South West, Mumbai",12.5 Crore,"39,062",Super Built up area 3200(297.29 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4.0,4.0,3rd  ,0 to 1 Year Old, Ready to move Property
Siddhi Highland Gardens ," Dhokali, Thane, Mumbai",80 Lac,"12,121",Super Built up area 660(61.32 sq.m.)Built Up area: 645 sq.ft. (59.92 sq.m.)Carpet area: 455 sq.ft. (42.27 sq.m.),1.0,2.0,4th  ,5 to 10 Year Old, Ready to move Property
Vijay Park ,"Vijay Park, Kasar vadavali, Thane, Mumbai",53 Lac,"8,833",Super Built up area 600(55.74 sq.m.)Built Up area: 580 sq.ft. (53.88 sq.m.)Carpet area: 415 sq.ft. (38.55 sq.m.),1.0,1.0,1st  ,5 to 10 Year Old, Ready to move Property
Lodha Amara ,"1205, Kolshet Road, Thane, Mumbai",75 Lac,"14,423",Super Built up area 520(48.31 sq.m.)Built Up area: 502 sq.ft. (46.64 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
Lodha Amara ,"1002, Kolshet Road, Thane, Mumbai",1.07 Crore,"11,567",Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 672 sq.ft. (62.43 sq.m.),2.0,2.0,10th  ,5 to 10 Year Old, Ready to move
Madhav Sankalp ," Khadakpada, Mumbai Beyond Thane, Mumbai",95 Lac,"8,597",Super Built up area 1105(102.66 sq.m.),2.0,2.0,11st  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099,"705, thakurli, Mumbai Beyond Thane, Mumbai",48 Lac,"6,400",Built Up area: 750 (69.68 sq.m.)Carpet area: 512 sq.ft. (47.57 sq.m.),1.0,1.0,7th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Karanjade, Navi Mumbai, Mumbai",40 Lac,"6,896",Built Up area: 580 (53.88 sq.m.)Carpet area: 390 sq.ft. (36.23 sq.m.),1.0,1.0,2nd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"000003, Chirle, Navi Mumbai, Mumbai",5.5 Lac,550,Plot area 1000(92.9 sq.m.)l x b : 25 ft.(7.79 mt.) x 4 ft.(1.25 mt.),,,,, Ready to move
Toll Free 1800 41 99099," Rasayani, Navi Mumbai, Mumbai",6 Crore,"85,71,428",Plot area 7(28328.02 sq.m.),,,,Immediate, Ready to move
Emperia Garden ,"302, Karade Khurd, Navi Mumbai, Mumbai",24 Lac,"3,636",Super Built up area 660(61.32 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1.0,1.0,3rd  ,1 to 5 Year Old, Ready to move
Hiranandani Fortune City ," Panvel, Navi Mumbai, Mumbai",98 Lac,"10,828",Carpet area: 905 (84.08 sq.m.),2.0,2.0,24th  ,1 to 5 Year Old, Ready to move
Happy Home Residency ," Mira Road, Mira Road And Beyond, Mumbai",1.1 Crore,"10,377",Super Built up area 1060(98.48 sq.m.)Built Up area: 703 sq.ft. (65.31 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move
M K Morya Heights ,"2nd, Kharghar, Navi Mumbai, Mumbai",1.6 Crore,"10,126",Super Built up area 1580(146.79 sq.m.),3.0,3.0,2nd  ,5 to 10 Year Old, Ready to move
Unique Shanti The Address ,"123, Mira Road, Mira Road And Beyond, Mumbai",67 Lac,"8,933",Super Built up area 750(69.68 sq.m.)Built Up area: 432 sq.ft. (40.13 sq.m.)Carpet area: 395 sq.ft. (36.7 sq.m.),1.0,2.0,1st  ,0 to 1 Year Old, Ready to move
JP North Garden City ,"123, Vinay Nagar, Mira Road And Beyond, Mumbai",57 Lac,"10,363",Super Built up area 550(51.1 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 369 sq.ft. (34.28 sq.m.),1.0,1.0,5th  ,1 to 5 Year Old, Ready to move
Lodha Dioro ,"Wadala East, Wadala, Mumbai Harbour, Mumbai",2.55 Crore,"27,272",Carpet area: 935 (86.86 sq.m.),2.0,2.0,8th  ,0 to 1 Year Old, Ready to move
L and T Crescent Bay ,"Parel, Parel, South Mumbai, Mumbai",9.9 Crore,"38,076",Carpet area: 2600 (241.55 sq.m.),4.0,4.0,6th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"8003, Sector 21 Ulwe, Navi Mumbai, Mumbai",76 Lac,"6,909",Super Built up area 1100(102.19 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),2.0,2.0,7th  ,1 to 5 Year Old, Ready to move
Gurukrupa Marina Enclave ,"Jankalyan Nagar, Malad West, Mumbai Andheri-Dahisar, Mumbai",1.47 Crore,"23,186",Carpet area: 634 (58.9 sq.m.),2.0,2.0,11st  ,0 to 1 Year Old, Ready to move
Gurukrupa Marina Enclave ,"Jankalyan Nagar, Malad West, Mumbai Andheri-Dahisar, Mumbai",2.09 Crore,"24,940",Carpet area: 838 (77.85 sq.m.),3.0,3.0,11st  ,0 to 1 Year Old, Ready to move
JP North Celeste ,"123, Vinay Nagar, Mira Road And Beyond, Mumbai",97 Lac,"8,981",Super Built up area 1080(100.34 sq.m.)Built Up area: 715 sq.ft. (66.43 sq.m.)Carpet area: 640 sq.ft. (59.46 sq.m.),2.0,2.0,5th  ,1 to 5 Year Old, Ready to move
Star Galaxy ,"Ulwe Sector 18, Sector 18 Ulwe, Navi Mumbai, Mumbai",86 Lac,"7,288",Super Built up area 1180(109.63 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Jay Prakash Nagar, Mumbai Andheri-Dahisar, Mumbai",1.75 Crore,"19,886",Super Built up area 880(81.75 sq.m.)Built Up area: 680 sq.ft. (63.17 sq.m.)Carpet area: 565 sq.ft. (52.49 sq.m.),2.0,2.0,10th  ,0 to 1 Year Old, Ready to move
Nahars Amrit Shakti ,"1100, Chandivali, Central Mumbai suburbs, Mumbai",2.46 Crore,"19,838",Built Up area: 1240 (115.2 sq.m.)Carpet area: 780 sq.ft. (72.46 sq.m.),2.0,2.0,11st  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"207, Kharvai, Mumbai Beyond Thane, Mumbai",25 Lac,"3,355",Built Up area: 745 (69.21 sq.m.),1.0,2.0,2nd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Hiranandani Estate, Hiranandani Estate, Thane, Mumbai",1.59 Crore,"15,915",Built Up area: 999 (92.81 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Tharwani Heritage ,"1201, Sector 7 Kharghar, Navi Mumbai, Mumbai",2 Crore,"12,345",Super Built up area 1620(150.5 sq.m.)Built Up area: 1510 sq.ft. (140.28 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3.0,3.0,17th  ,5 to 10 Year Old, Ready to move
Jewel Heights ,"1002, Badlapur West, Mumbai Beyond Thane, Mumbai",22.5 Lac,"5,244",Super Built up area 640(59.46 sq.m.)Built Up area: 635 sq.ft. (58.99 sq.m.)Carpet area: 429 sq.ft. (39.86 sq.m.),1.0,2.0,10th  ,0 to 1 Year Old, Ready to move
Progressive Prive ,"Prime Locality Of Ulwe, Ulwe, Navi Mumbai, Mumbai",91 Lac,"8,272",Super Built up area 1100(102.19 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move Property
Om Cygnus ,"Opp. Kharkopar Railway Station, Sector 16 Ulwe, Navi Mumbai, Mumbai",88.51 Lac,"7,696",Super Built up area 1150(106.84 sq.m.),2.0,2.0,9th  ,0 to 1 Year Old, Ready to move Property
Godrej Tranquil ,"702, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.9 Crore,"3,00,347",Carpet area: 63.26 ,2.0,2.0,7th  ,0 to 1 Year Old, Ready to move
Gundecha Greens ,"504, Thakur Village, Mumbai Andheri-Dahisar, Mumbai",1.54 Crore,"23,439",Carpet area: 657 (61.04 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kamothe, Navi Mumbai, Mumbai",80 Lac,"12,307",Carpet area: 650 (60.39 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move Property
Puraniks Aarambh ," Kasar vadavali, Thane, Mumbai",77 Lac,"14,206",Carpet area: 542 (50.35 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
Puraniks Tokyo Bay ," Kasar vadavali, Thane, Mumbai",57 Lac,"12,837",Carpet area: 444 (41.25 sq.m.),1.0,1.0,3rd  ,0 to 1 Year Old, Ready to move
Haware Dahlia ," Kasar vadavali, Thane, Mumbai",1.05 Crore,"8,366",Super Built up area 1255(116.59 sq.m.)Built Up area: 905 sq.ft. (84.08 sq.m.)Carpet area: 807 sq.ft. (74.97 sq.m.),3.0,3.0,6th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Kavesar, Anand Nagar, Thane, Mumbai",1.95 Crore,"17,727",Carpet area: 1100 (102.19 sq.m.),3.0,3.0,17th  ,10+ Year Old, Ready to move
Sai Satyam Homes ," Kalyan West, Mumbai Beyond Thane, Mumbai",45 Lac,"6,474",Super Built up area 695(64.57 sq.m.)Carpet area: 395 sq.ft. (36.7 sq.m.),1.0,1.0,10th  ,0 to 1 Year Old, Ready to move
Globe Paradise ," Azde Gaon, Mumbai Beyond Thane, Mumbai",1.2 Crore,"10,434",Super Built up area 1150(106.84 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,10th  ,0 to 1 Year Old, Ready to move
Dosti Desire ,"1203, Brahmand, Thane, Mumbai",2.4 Crore,"18,897",Carpet area: 1270 (117.99 sq.m.),4.0,4.0,12nd  ,5 to 10 Year Old, Ready to move
Soham Tropical Lagoon ,"1402, kavesar, Thane, Mumbai",2.1 Crore,"16,800",Carpet area: 1250 (116.13 sq.m.),3.0,3.0,14th  ,1 to 5 Year Old, Ready to move
Platinum Balaji Heights ,"204, Sector 18 Kamothe, Navi Mumbai, Mumbai",85 Lac,"8,095",Super Built up area 1050(97.55 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"301, Chandan Shanti, Mira Road And Beyond, Mumbai",50 Lac,"12,500",Carpet area: 400 (37.16 sq.m.),1.0,1.0,3rd  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"212, Bhayander East, Mira Road And Beyond, Mumbai",85 Lac,"14,655",Carpet area: 580 (53.88 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 19 Kamothe, Navi Mumbai, Mumbai",85 Lac,"7,589",Built Up area: 1120 (104.05 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move Property
Komal Lakshya ,"100, Sector 9 Ulwe, Navi Mumbai, Mumbai",42 Lac,"6,511",Built Up area: 645 (59.92 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,1st  ,0 to 1 Year Old, Ready to move Property
RSM Athena ,"500, Sector 19 Ulwe, Navi Mumbai, Mumbai",55 Lac,"8,461",Super Built up area 650(60.39 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,11st  ,0 to 1 Year Old, Ready to move Property
Platinum Emporius ,"900, Sector 17 Ulwe, Navi Mumbai, Mumbai",1.25 Crore,"11,363",Built Up area: 1100 (102.19 sq.m.)Carpet area: 685 sq.ft. (63.64 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Radiant Sapphire ,"800, Ulwe, Navi Mumbai, Mumbai",93 Lac,"7,989",Super Built up area 1164(108.14 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Venkatesh Jyoti Breeze ,"904, Mira Road East, Mira Road And Beyond, Mumbai",63 Lac,"13,125",Carpet area: 480 (44.59 sq.m.),1.0,2.0,9th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Between Weh And Station, Prabhat Colony, Mumbai South West, Mumbai",4.5 Crore,"30,000",Super Built up area 1500(139.35 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3.0,3.0,8th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Near Western Express Highway, Prabhat Colony, Mumbai South West, Mumbai",1.45 Crore,"22,307",Super Built up area 650(60.39 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 470 sq.ft. (43.66 sq.m.),1.0,2.0,4th  ,5 to 10 Year Old, Ready to move Property
Terrain Heights ,"Thakkar Park, Santacruz East, Mumbai South West, Mumbai",2.15 Crore,"21,500",Super Built up area 1000(92.9 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move Property
Raj Grandeur ," Powai, Central Mumbai suburbs, Mumbai",4.5 Crore,"37,500",Carpet area: 1200 (111.48 sq.m.),3.0,3.0,12nd  ,1 to 5 Year Old, Ready to move Property
Khatri NX ," Valivali Gaon, Mumbai Beyond Thane, Mumbai",13 Lac,"4,333",Carpet area: 300 (27.87 sq.m.),1.0,1.0,3rd  ,1 to 5 Year Old, Ready to move
Golders Green CHS ," IC Colony, Mumbai Andheri-Dahisar, Mumbai",1.28 Crore,"21,333",Carpet area: 600 (55.74 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 21 Ulwe, Navi Mumbai, Mumbai",50 Lac,"12,195",Carpet area: 410 (38.09 sq.m.),1.0,2.0,4th  ,1 to 5 Year Old, Ready to move Property
Mallhar Bhimashankar Heights ,"New Link Road, Kandarpada, Dahisar West, Kandarpada, Mumbai Andheri-Dahisar, Mumbai",2.59 Crore,"26,030",Carpet area: 995 (92.44 sq.m.),3.0,3.0,19th  ,0 to 1 Year Old, Ready to move Property
Chheda Palladium ," Borivali West, Mumbai Andheri-Dahisar, Mumbai",3.1 Crore,"31,472",Carpet area: 985 (91.51 sq.m.),3.0,3.0,4th  ,1 to 5 Year Old, Ready to move Property
Paradise Sai Crystals ,"Navi Mumbai, Sector 35D Kharghar, Navi Mumbai, Mumbai",1.36 Crore,"11,102",Super Built up area 1225(113.81 sq.m.),2.0,2.0,30th  ,1 to 5 Year Old, Ready to move Property
Sumukha ,"Navi Mumbai, Sector 35I Kharghar, Navi Mumbai, Mumbai",98 Lac,"9,898",Built Up area: 990 (91.97 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,7th  ,1 to 5 Year Old, Ready to move Property
