Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Rachna Mangala Residency ,"1604, Taloja, Navi-Mumbai, Mumbai",80 Lac,"6,956",Super Built up area 1150(106.84 sq.m.),2,2,16th  ,1 to 5 Year Old, Ready to move
Lodha New Cuffe Parade ,"Wadala East, Wadala, Mumbai Harbour, Mumbai",2.65 Crore,"26,633",Carpet area: 995 (92.44 sq.m.),2,2,8th  ,0 to 1 Year Old, Ready to move Property
Rutu Enclave ," Anand Nagar, Thane, Mumbai",72 Lac,"10,588",Carpet area: 680 (63.17 sq.m.),2,2,7th  ,5 to 10 Year Old, Ready to move Property
Aashapura Crown City ," Kalyan West, Mumbai Beyond Thane, Mumbai",55 Lac,"10,000",Carpet area: 550 (51.1 sq.m.),1,1,1st  ,1 to 5 Year Old, Ready to move Property
Seasons Orchid ," Kalyan West, Mumbai Beyond Thane, Mumbai",67 Lac,"9,571",Carpet area: 700 (65.03 sq.m.),2,2,6th  ,0 to 1 Year Old, Ready to move Property
Sai Satyam Homes ," Kalyan West, Mumbai Beyond Thane, Mumbai",54 Lac,"8,780",Carpet area: 615 (57.14 sq.m.),2,2,14th  ,0 to 1 Year Old, Ready to move Property
Sai Satyam Homes ," Kalyan West, Mumbai Beyond Thane, Mumbai",39 Lac,"9,397",Carpet area: 415 (38.55 sq.m.),1,1,15th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"10mins Walking Distance From Seawoods Rly Stn, Sector 50 Seawoods, Navi-Mumbai, Mumbai",85 Lac,"11,333",Built Up area: 750 (69.68 sq.m.),1,1,4th  ,5 to 10 Year Old, Ready to move Property
Unnamed Property,"Near By Croma, Sector 15 Belapur, Navi-Mumbai, Mumbai",3.25 Crore,"14,508",Built Up area: 2240 (208.1 sq.m.),3,3,8th  ,5 to 10 Year Old, Ready to move Property
Unnamed Property,"10mins Walking Distance From Seawoods Rly Stn, Sector 36 Seawoods, Navi-Mumbai, Mumbai",1.9 Crore,"17,757",Built Up area: 1070 (99.41 sq.m.),2,2,18th  ,5 to 10 Year Old, Ready to move Property
Paradise Sai World City ," Panvel, Navi-Mumbai, Mumbai",1.45 Crore,"10,357",Super Built up area 1400(130.06 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 878 sq.ft. (81.57 sq.m.),2,2,15th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"501, Chikhal Dongari, Mira Road And Beyond, Mumbai",39.51 Lac,"4,011",Super Built up area 985(91.51 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move
Monte South ,"Byculla, Byculla, Mumbai Harbour, Mumbai",5.39 Crore,"46,869",Carpet area: 1150 (106.84 sq.m.),3,3,17th  ,0 to 1 Year Old, Ready to move Property
Monte South ,"Byculla, Byculla, Mumbai Harbour, Mumbai",4.23 Crore,"44,952",Carpet area: 941 (87.42 sq.m.),2,2,29th  ,0 to 1 Year Old, Ready to move Property
Siddhivinayak Royal Meadows ," Kalyan West, Mumbai Beyond Thane, Mumbai",75 Lac,"6,944",Built Up area: 1080 (100.34 sq.m.)Carpet area: 756 sq.ft. (70.23 sq.m.),2,2,4th  ,10+ Year Old, Ready to move Property
Siddhivinayak Royal Meadows ," Kalyan West, Mumbai Beyond Thane, Mumbai",54.99 Lac,"6,873",Built Up area: 800 (74.32 sq.m.)Carpet area: 560 sq.ft. (52.03 sq.m.),1,2,5th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"Just Opposite Of Mansarovar Railway Station, Sector 18 Kamothe, Navi-Mumbai, Mumbai",47 Lac,"7,067",Super Built up area 665(61.78 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,1,3rd  ,1 to 5 Year Old, Ready to move
Virad Vinayak Mayureshwar Dham ," Adharwadi, Mumbai Beyond Thane, Mumbai",32 Lac,"7,356",Carpet area: 435 (40.41 sq.m.),1,1,3rd  ,1 to 5 Year Old, Ready to move Property
Unnamed Property,"Nr Mnr School, Sector 8 Kamothe, Navi-Mumbai, Mumbai",65 Lac,"6,467",Super Built up area 1005(93.37 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,6th  ,1 to 5 Year Old, Ready to move
Kailash Homes ," Kalyan West, Mumbai Beyond Thane, Mumbai",41 Lac,"9,647",Carpet area: 425 (39.48 sq.m.),1,1,2nd  ,0 to 1 Year Old, Ready to move Property
Omkar Alta Monte ,"Omkar Alta Monte, Malad East,  Mumbai",2.36 Crore,"17,101",Built Up area: 1380 (128.21 sq.m.)Carpet area: 1048 sq.ft. (97.36 sq.m.),2,2,4th  ,1 to 5 Year Old, Ready to move Property
The Park Residences ,"123, Oshiwara,  Mumbai",4.95 Crore,"30,937",Super Built up area 1600(148.64 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1116 sq.ft. (103.68 sq.m.),3,3,18th  ,0 to 1 Year Old, Ready to move Property
JP North Celeste ," Vinay Nagar, Mira Road And Beyond, Mumbai",67 Lac,"13,958",Carpet area: 480 (44.59 sq.m.),1,2,10th  ,1 to 5 Year Old, Ready to move
JP North ," Mira Road East, Mira Road And Beyond, Mumbai",95 Lac,"14,615",Carpet area: 650 (60.39 sq.m.),2,2,19th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Hatkesh Udhog Nagar, Mira Road And Beyond, Mumbai",1.25 Crore,"18,939",Carpet area: 660 (61.32 sq.m.),2,2,2nd  ,1 to 5 Year Old, Ready to move
Fressia Ranibello ,"000, Malad East,  Mumbai",1.65 Crore,"15,714",Super Built up area 1050(97.55 sq.m.)Carpet area: 674 sq.ft. (62.62 sq.m.),2,2,9th  ,5 to 10 Year Old, Ready to move
Neelsidhi Orbit ," Sector 11 Khanda Colony, Navi-Mumbai, Mumbai",65 Lac,"17,379",Carpet area: 374 (34.75 sq.m.),1,1,10th  ,0 to 1 Year Old, Ready to move Property
Neelsidhi Regalia ," Sector 11 Khanda Colony, Navi-Mumbai, Mumbai",1.05 Crore,"17,736",Carpet area: 592 (55 sq.m.),2,2,10th  ,0 to 1 Year Old, Ready to move Property
Rajesh Sea Star ," Sector 5 Ulwe, Navi-Mumbai, Mumbai",95 Lac,"8,333",Super Built up area 1140(105.91 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 710 sq.ft. (65.96 sq.m.),2,2,6th  ,1 to 5 Year Old, Ready to move
Elegant Olympia ,"Sector 21 Ulwe, Navi-Mumbai, Mumbai",70 Lac,"7,142",Super Built up area 980(91.04 sq.m.)Built Up area: 970 sq.ft. (90.12 sq.m.)Carpet area: 660 sq.ft. (61.32 sq.m.),2,2,2nd  ,1 to 5 Year Old, Ready to move
Tulsi Aura ," Sector 8 Ghansoli, Navi-Mumbai, Mumbai",82 Lac,"12,913",Super Built up area 635(58.99 sq.m.),1,2,6th  ,1 to 5 Year Old, Ready to move
Neelkanth Heights ," Ghansoli, Navi-Mumbai, Mumbai",2.1 Crore,"13,249",Super Built up area 1585(147.25 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,3,17th  ,1 to 5 Year Old, Ready to move
Aurum Q Residences ," Ghansoli, Navi-Mumbai, Mumbai",1.55 Crore,"21,527",Carpet area: 720 (66.89 sq.m.),2,2,20th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"121, Vijay Nagari, Thane, Mumbai",1.25 Crore,"12,500",Carpet area: 1000 (92.9 sq.m.),3,3,4th  ,1 to 5 Year Old, Ready to move Property
RNA NG Grand Plaza ," Ghansoli, Navi-Mumbai, Mumbai",2.1 Crore,"12,727",Super Built up area 1650(153.29 sq.m.),3,3,12nd  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Hiranandani-Estate, Thane, Mumbai",75 Lac,"16,666",Carpet area: 450 (41.81 sq.m.),1,2,6th  ,10+ Year Old, Ready to move Property
VUB Paradise ," Kharghar, Navi-Mumbai, Mumbai",86 Lac,"11,466",Carpet area: 750 (69.68 sq.m.),2,2,3rd  ,1 to 5 Year Old, Ready to move
CIDCO Spaghetti Complex ," Sector 15 Kharghar, Navi-Mumbai, Mumbai",70 Lac,"10,769",Super Built up area 650(60.39 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,1,6th  ,10+ Year Old, Ready to move
Geomatrix Silver Crest ,"101, Sector 25 Khandeshhwar, Navi-Mumbai, Mumbai",58 Lac,"8,721",Super Built up area 665(61.78 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,1st  ,1 to 5 Year Old, Ready to move
Unnamed Property,"112, Dombivli West Thane, Mumbai",22 Lac,"6,197",Carpet area: 355 (32.98 sq.m.),1,1,3rd  ,10+ Year Old, Ready to move Property
Kumar Vastu Pinnacle ," Borivali West,  Mumbai",1.91 Crore,"27,285",Built Up area: 700 (65.03 sq.m.)Carpet area: 572 sq.ft. (53.14 sq.m.),2,2,12nd  ,0 to 1 Year Old, Ready to move
Puraniks Capitol ,"123, Kasar vadavali, Thane, Mumbai",87 Lac,"8,752",Super Built up area 994(92.35 sq.m.)Carpet area: 659 sq.ft. (61.22 sq.m.),2,2,15th  ,1 to 5 Year Old, Ready to move Property
Yash Plaza ,"Sector 9 Kamothe, Sector 9 Kamothe, Navi-Mumbai, Mumbai",46 Lac,"8,000",Super Built up area 575(53.42 sq.m.),1,1,5th  ,10+ Year Old, Ready to move Property
Unnamed Property," Sector 31 Kamothe, Navi-Mumbai, Mumbai",85 Lac,"8,095",Super Built up area 1050(97.55 sq.m.),2,2,2nd  ,5 to 10 Year Old, Ready to move Property
Tirupati Icon ,"Sector 20 Kamothe, Sector 20 Kamothe, Navi-Mumbai, Mumbai",65 Lac,"6,500",Super Built up area 1000(92.9 sq.m.),2,1,1st  ,10+ Year Old, Ready to move Property
Resicom Sai Miracle ,"Sector 22 Kamothe, Sector 22 Kamothe, Navi-Mumbai, Mumbai",55 Lac,"8,593",Super Built up area 640(59.46 sq.m.),1,1,4th  ,5 to 10 Year Old, Ready to move Property
Rosa Gardenia ,"121, Kasar vadavali, Thane, Mumbai",75 Lac,"7,894",Super Built up area 950(88.26 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,9th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Taloja, Navi-Mumbai, Mumbai",35 Lac,"5,384",Built Up area: 650 (60.39 sq.m.),1,1,6th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"Woodpark, Hiranandani-Estate, Hiranandani-Estate, Thane, Mumbai",2.9 Crore,"28,684",Carpet area: 1011 (93.92 sq.m.),3,3,6th  ,5 to 10 Year Old, Ready to move Property
SM Vision ," Sector 9 Ulwe, Navi-Mumbai, Mumbai",1.24 Crore,"9,841",Built Up area: 1260 (117.06 sq.m.)Carpet area: 780 sq.ft. (72.46 sq.m.),2,2,3rd  ,1 to 5 Year Old, Ready to move Property
Bhagwati Imperia ," Ulwe, Navi-Mumbai, Mumbai",2.02 Crore,"11,882",Super Built up area 1700(157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,11st  ,1 to 5 Year Old, Ready to move Property
Trishul Symphony ,"Kharghar, Sector 19 Kharghar, Navi-Mumbai, Mumbai",1.95 Crore,"10,540",Super Built up area 1850(171.87 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,16th  ,1 to 5 Year Old, Ready to move Property
Sai Yashaskaram ,"Kharghar, Sector 27 Kharghar, Navi-Mumbai, Mumbai",1.95 Crore,"10,540",Super Built up area 1850(171.87 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,6th  ,5 to 10 Year Old, Ready to move Property
Om Rudra ,"Kharghar, Kharghar, Navi-Mumbai, Mumbai",2.1 Crore,"12,844",Super Built up area 1635(151.9 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,18th  ,5 to 10 Year Old, Ready to move Property
Kasturi Heights ,"Kharghar, Sector 20 Kharghar, Navi-Mumbai, Mumbai",2.05 Crore,"11,081",Super Built up area 1850(171.87 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,10th  ,5 to 10 Year Old, Ready to move Property
Saurabh Avenue ,"701, Sector 10 Kharghar, Navi-Mumbai, Mumbai",90 Lac,"11,538",Carpet area: 780 (72.46 sq.m.),2,2,7th  ,5 to 10 Year Old, Ready to move
Sai Prasad Residency ,"404, Sector 10 Kharghar, Navi-Mumbai, Mumbai",65 Lac,"9,774",Super Built up area 665(61.78 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1,1,4th  ,5 to 10 Year Old, Ready to move
Sunrise Glory ," Shilphata, Navi-Mumbai, Mumbai",39 Lac,"5,735",Super Built up area 680(63.17 sq.m.)Built Up area: 544 sq.ft. (50.54 sq.m.)Carpet area: 455 sq.ft. (42.27 sq.m.),1,2,7th  ,1 to 5 Year Old, Ready to move
Today Imperia ,"Ulwe, Sector 17 Ulwe, Navi-Mumbai, Mumbai",97 Lac,"8,016",Super Built up area 1210(112.41 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,5th  ,5 to 10 Year Old, Ready to move Property
National Marvel ," Sector 17 Ulwe, Navi-Mumbai, Mumbai",1.28 Crore,"8,231",Super Built up area 1555(144.46 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),3,3,8th  ,5 to 10 Year Old, Ready to move Property
Runwal Forests ,"Runwal Forest T2, Kanjur marg west, Central Mumbai suburbs, Mumbai",1.24 Crore,"26,326",Super Built up area 620(57.6 sq.m.)Carpet area: 471 sq.ft. (43.76 sq.m.),2,2,23rd  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ,"Runwal Forest Chs, Kanjur marg west, Central Mumbai suburbs, Mumbai",1.65 Crore,"17,460",Super Built up area 945(87.79 sq.m.)Carpet area: 662 sq.ft. (61.5 sq.m.),2,2,15th  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ,"Tower 7, Kanjur marg west, Central Mumbai suburbs, Mumbai",1.9 Crore,"24,643",Super Built up area 1050(97.55 sq.m.)Built Up area: 860 sq.ft. (79.9 sq.m.)Carpet area: 771 sq.ft. (71.63 sq.m.),2,2,18th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Worli, South Mumbai, Mumbai",2.4 Crore,"41,025",Carpet area: 585 (54.35 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move Property
AR Elanza ," Prabhadevi, South Mumbai, Mumbai",9.5 Crore,"59,226",Carpet area: 1604 ,4,4,22nd  ,5 to 10 Year Old, Ready to move Property
AR Elanza ," Prabhadevi, South Mumbai, Mumbai",4 Crore,"49,689",Carpet area: 805 (74.79 sq.m.),2,2,8th  ,5 to 10 Year Old, Ready to move Property
Hiranandani Avalon ,"Hhiranandani Garden, Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",3.2 Crore,"30,476",Super Built up area 1050(97.55 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,26th  ,10+ Year Old, Ready to move Property
RNA NG Vikas ,"Beverly Park, Mira Road, Mira Road And Beyond, Mumbai",55 Lac,"9,243",Super Built up area 595(55.28 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,1,5th  ,5 to 10 Year Old, Ready to move
Goodwill Heritage ," Sector 16 Koparkhairane, Navi-Mumbai, Mumbai",1.15 Crore,"8,942",Super Built up area 1286(119.47 sq.m.)Built Up area: 1085 sq.ft. (100.8 sq.m.)Carpet area: 719 sq.ft. (66.8 sq.m.),2,2,6th  ,5 to 10 Year Old, Ready to move
Evershine Millennium Paradise ," Thakur Village,  Mumbai",2.65 Crore,"24,090",Carpet area: 1100 (102.19 sq.m.),3,3,4th  ,10+ Year Old, Ready to move
Aurum Q Residences ," Ghansoli, Navi-Mumbai, Mumbai",1.7 Crore,"14,693",Super Built up area 1157(107.49 sq.m.)Built Up area: 1048 sq.ft. (97.36 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2,2,13rd  ,0 to 1 Year Old, Ready to move
Unnamed Property," Sector 50 Seawoods, Navi-Mumbai, Mumbai",90 Lac,"12,857",Carpet area: 700 (65.03 sq.m.),2,2,3rd  ,5 to 10 Year Old, Ready to move
Sai Kaveesha ," Taloja, Navi-Mumbai, Mumbai",39 Lac,"1,16,175",Carpet area: 33.57 ,1,1,1st  ,0 to 1 Year Old, Ready to move
Sonal Dev Con Gopal Krishna ,"901, Belapur, Navi-Mumbai, Mumbai",3 Crore,"16,666",Super Built up area 1800(167.23 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,9th  ,0 to 1 Year Old, Ready to move
Monte South ,"Byculla, Byculla, Mumbai Harbour, Mumbai",5.64 Crore,"46,960",Carpet area: 1201 (111.58 sq.m.),3,3,18th  ,0 to 1 Year Old, Ready to move
Lodha Dioro ,"Wadala East, Wadala, Mumbai Harbour, Mumbai",4.62 Crore,"34,736",Carpet area: 1330 (123.56 sq.m.),3,4,16th  ,0 to 1 Year Old, Ready to move
Unnamed Property,"Dadar East, Dadar East, South Mumbai, Mumbai",5.99 Crore,"37,437",Carpet area: 1600 (148.64 sq.m.),3,4,45  ,0 to 1 Year Old, Ready to move
Unnamed Property,"Dadar East, Dadar East, South Mumbai, Mumbai",8 Crore,"38,095",Carpet area: 2100 (195.1 sq.m.),4,4,3rd  ,0 to 1 Year Old, Ready to move
Kulswamini Srushti Residency ,"106, Dombivli East Thane, Mumbai",75 Lac,"7,614",Super Built up area 985(91.51 sq.m.)Carpet area: 690 sq.ft. (64.1 sq.m.),2,2,1st  ,5 to 10 Year Old, Ready to move
Aboli Estate ,"106, Dombivli East Thane, Mumbai",42.25 Lac,"9,388",Carpet area: 450 (41.81 sq.m.),1,1,1st  ,0 to 1 Year Old, Ready to move
Aboli Estate ,"105, Dombivli East Thane, Mumbai",62.14 Lac,"9,288",Carpet area: 669 (62.15 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move
Mangeshi Dazzle ,"1102, Dombivli East Thane, Mumbai",81.6 Lac,"8,500",Super Built up area 960(89.19 sq.m.),2,2,11st  ,0 to 1 Year Old, Ready to move
Kosmos Nandanvan ," Borivali West,  Mumbai",2.35 Crore,"33,812",Carpet area: 695 (64.57 sq.m.),2,2,14th  ,0 to 1 Year Old, Ready to move
K Guru Residency ," Borivali West,  Mumbai",1.85 Crore,"22,424",Carpet area: 825 (76.65 sq.m.),2,2,2nd  ,5 to 10 Year Old, Ready to move
Haware Splendor ,"601, Sector 20 Kharghar, Navi-Mumbai, Mumbai",1.1 Crore,"12,941",Super Built up area 850(78.97 sq.m.),2,2,7th  ,1 to 5 Year Old, Ready to move
Jalvayu Vihar ,"601, Sector 20 Kharghar, Navi-Mumbai, Mumbai",1.2 Crore,"11,428",Super Built up area 1050(97.55 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,6th  ,5 to 10 Year Old, Ready to move
Shah Royale ,"601, Sector 2 Kharghar, Navi-Mumbai, Mumbai",1.4 Crore,"12,500",Super Built up area 1120(104.05 sq.m.)Built Up area: 1035 sq.ft. (96.15 sq.m.)Carpet area: 780 sq.ft. (72.46 sq.m.),2,2,4th  ,5 to 10 Year Old, Ready to move
R S Grandeur ,"902, Sector 19 Kharghar, Navi-Mumbai, Mumbai",1.25 Crore,"10,330",Super Built up area 1210(112.41 sq.m.)Built Up area: 1165 sq.ft. (108.23 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,11st  ,5 to 10 Year Old, Ready to move
Sai Yashaskaram ,"902, Sector 27 Kharghar, Navi-Mumbai, Mumbai",1.3 Crore,"11,304",Super Built up area 1150(106.84 sq.m.)Built Up area: 1060 sq.ft. (98.48 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,18th  ,5 to 10 Year Old, Ready to move
Kasturi Heights ,"802, Sector 20 Kharghar, Navi-Mumbai, Mumbai",2 Crore,"12,269",Super Built up area 1630(151.43 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3,3,10th  ,5 to 10 Year Old, Ready to move
Neelsidhi Anexo ," Ghansoli, Navi-Mumbai, Mumbai",95 Lac,"13,571",Super Built up area 700(65.03 sq.m.)Built Up area: 525 sq.ft. (48.77 sq.m.)Carpet area: 438 sq.ft. (40.69 sq.m.),1,2,7th  ,0 to 1 Year Old, Ready to move Property
Poonam Valley ,"901, Miragaon, Mira Road And Beyond, Mumbai",88 Lac,"8,543",Super Built up area 1030(95.69 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,7th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Borivali East,  Mumbai",2.6 Crore,"28,888",Carpet area: 900 (83.61 sq.m.),3,3,6th  ,10+ Year Old, Ready to move Property
Pyramid Elements ," Airoli, Navi-Mumbai, Mumbai",1.26 Crore,"12,000",Super Built up area 1050(97.55 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 638 sq.ft. (59.27 sq.m.),2,2,27th  ,0 to 1 Year Old, Ready to move Property
Gundecha Asta ,"Mehra Compound, Sakinaka,  Mumbai",2.2 Crore,"24,830",Carpet area: 886 (82.31 sq.m.),3,2,6th  ,1 to 5 Year Old, Ready to move
Oak Residency ," Ghansoli, Navi-Mumbai, Mumbai",1.1 Crore,"10,679",Super Built up area 1030(95.69 sq.m.)Built Up area: 816 sq.ft. (75.81 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move Property
Balaji Mayuresh Delta ," Ulwe, Navi-Mumbai, Mumbai",1.27 Crore,"10,240",Built Up area: 1245 (115.66 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move
Raas Leela Vrindavan ,"Ramdev Park, Mira Road, Mira Road And Beyond, Mumbai",74 Lac,"11,384",Carpet area: 650 (60.39 sq.m.),2,2,2nd  ,0 to 1 Year Old, Ready to move Property
Haware Citi ,"200, Thane West, Thane, Mumbai",73 Lac,"10,167",Carpet area: 718 (66.7 sq.m.),3,3,2nd  ,5 to 10 Year Old, Ready to move
Unnamed Property,"103, Mira Road, Mira Road And Beyond, Mumbai",58 Lac,"8,923",Super Built up area 650(60.39 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,2,1st  ,0 to 1 Year Old, Ready to move Property
Unique Shanti The Address ,"304, Mira Road, Mira Road And Beyond, Mumbai",95 Lac,"8,962",Super Built up area 1060(98.48 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2nd  ,0 to 1 Year Old, Ready to move Property
Unique Shanti The Address ,"201, Mira Road, Mira Road And Beyond, Mumbai",69 Lac,"15,333",Carpet area: 450 (41.81 sq.m.),1,2,2nd  ,0 to 1 Year Old, Ready to move Property
Giriraj Sarvoday Greens ," Bhiwandi, Mumbai Beyond Thane, Mumbai",49.5 Lac,"4,714",Super Built up area 1050(97.55 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),2,2,10th  ,0 to 1 Year Old, Ready to move
Anjani Sparsh ,"204, Mira Road East, Mira Road And Beyond, Mumbai",62 Lac,"8,920",Super Built up area 695(64.57 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1,2,2nd  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Sector 15 Ghansoli, Navi-Mumbai, Mumbai",1.1 Crore,"10,476",Super Built up area 1050(97.55 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 725 sq.ft. (67.35 sq.m.),2,2,2nd  ,5 to 10 Year Old, Ready to move Property
Unnamed Property," Ghansoli, Navi-Mumbai, Mumbai",2.8 Crore,"15,469",Super Built up area 1810(168.15 sq.m.),3,3,37th  ,1 to 5 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi-Mumbai, Mumbai",2 Crore,"14,015",Super Built up area 1427(132.57 sq.m.),2,2,20th  ,1 to 5 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi-Mumbai, Mumbai",1.8 Crore,"13,856",Super Built up area 1299(120.68 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"1004, Dombivli East Thane, Mumbai",75 Lac,"8,333",Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 778 sq.ft. (72.28 sq.m.),2,2,10th  ,0 to 1 Year Old, Ready to move
Unnamed Property,"Bhaskar Colony, Naupada, Thane West, Thane, Mumbai",1.11 Crore,"17,076",Super Built up area 650(60.39 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,1,5th  ,0 to 1 Year Old, Ready to move
Unnamed Property," Naupada, Thane, Mumbai",1.65 Crore,"14,335",Super Built up area 1151(106.93 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 713 sq.ft. (66.24 sq.m.),2,2,4th  ,0 to 1 Year Old, Ready to move
Deep Auralis The Twins ," Teen-Hath-Naka, Thane, Mumbai",2.13 Crore,"15,777",Super Built up area 1350(125.42 sq.m.)Built Up area: 1349 sq.ft. (125.33 sq.m.)Carpet area: 873 sq.ft. (81.1 sq.m.),2,3,26th  ,0 to 1 Year Old, Ready to move
Deep Auralis The Twins ," Teen-Hath-Naka, Thane, Mumbai",2.35 Crore,"12,239",Super Built up area 1920(178.37 sq.m.)Built Up area: 1919 sq.ft. (178.28 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),3,4,1st  ,0 to 1 Year Old, Ready to move
Pridedream Giriraj Dreams ," Naupada, Thane, Mumbai",2.55 Crore,"16,451",Super Built up area 1550(144 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 947 sq.ft. (87.98 sq.m.),2,2,22nd  ,0 to 1 Year Old, Ready to move
Pridedream Giriraj Dreams ," Naupada, Thane, Mumbai",1.95 Crore,"16,956",Super Built up area 1150(106.84 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 747 sq.ft. (69.4 sq.m.),2,2,22nd  ,0 to 1 Year Old, Ready to move
Pridedream Giriraj Dreams ," Naupada, Thane, Mumbai",2.11 Crore,"16,880",Super Built up area 1250(116.13 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2,2,22nd  ,0 to 1 Year Old, Ready to move
Pridedream Giriraj Dreams ," Naupada, Thane, Mumbai",2.91 Crore,"18,187",Super Built up area 1600(148.64 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1026 sq.ft. (95.32 sq.m.),3,3,26th  ,0 to 1 Year Old, Ready to move
Pridedream Giriraj Dreams ," Naupada, Thane, Mumbai",2.87 Crore,"17,937",Super Built up area 1600(148.64 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1036 sq.ft. (96.25 sq.m.),3,3,26th  ,0 to 1 Year Old, Ready to move
Pridedream Giriraj Dreams ," Naupada, Thane, Mumbai",2.06 Crore,"17,166",Super Built up area 1200(111.48 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),2,2,26th  ,0 to 1 Year Old, Ready to move
